WERKS,EBELN,EBELP,MATNR,MATKL,LIFNR,RKDST,MENGE,DELGE,MEINS,NETPR,PEINH,DRDAT,LEWED,SEDAT,LCWED,ITDAT,LOEKE,ELIKZ,EKNAM,EKRNR,BANFN,BNFPO,BELNR,BUZEI
JP11,594641,4,11159536,TPM1,30003467,,52,50,PCS,1,EUR,2023-06-14,2023-06-15,2023-06-16,2023-06-23,2023-06-23, ,x,86863338,51676919,1005790,2,6059012,1
JP11,594641,5,10615744,TPM1,30003467,,18,18,PCS,5,EUR,2023-06-15,2023-06-16,2023-06-19,2023-06-23,2023-06-23, ,x,86863338,51676919,1005799,2,6059012,2
JP11,539515,1,44074088,EDSA,78411205,x,78,78,PCS,52,EUR,2023-06-15,2023-06-22,2023-06-27,2023-07-03,2023-07-03, ,x,48125799,14239836,1005790,1,5613646,1
JP11,539515,2,40378320,EDSA,73419740,x,11,11,PCS,605,EUR,,,,,, ,x,48125799,14239836,1005799,1,,
DE10,531828,7,11159536,TPM1,30003467,,49,49,PCS,1,EUR,2023-06-13,2023-06-14,2023-06-14,2023-06-21,2023-06-28, ,x,32980040,40594299,1005767,1,5019749,2
JP11,539515,3,19297648,TPM1,30002348,,96,96,PCS,2,EUR,2023-06-13,,,,,x,x,48125799,14239836,1005823,1,,
DE10,531828,8,19297648,TPM1,30002348,,46,46,PCS,2,EUR,2023-06-13,2023-06-14,2023-06-14,2023-06-20,2023-06-22, ,x,32980040,40594299,1005767,3,7679890,3
DE10,531828,11,13505536,TPM1,30003467,,9,9,PCS,7,EUR,2023-06-12,2023-06-13,2023-06-14,2023-06-21,2023-06-28, ,x,32980040,40594299,1005778,1,5019749,3
IN10,237055,1,86457056,MPLF,53847241,x,95,95,PCS,159,EUR,2023-06-15,2023-06-22,2023-06-22,2023-06-27,2023-06-27, ,x,44679314,11444007,1005811,1,5463812,1
IN10,161791,2,43678400,EDSA,48114031,x,48,48,PCS,115,EUR,2023-06-15,,,,,x,x,38699668,85699417,1005810,1,,
IN10,583175,1,77128608,ZUFN,47017350,x,25,25,PCS,606,EUR,2023-06-15,2023-06-22,2023-06-29,2023-07-04,2023-07-04, ,x,44207013,98567039,1005810,2,5570630,1
IN10,161791,1,75904608,ZUFN,70920548,x,96,96,PCS,525,EUR,2023-06-16,2023-06-22,2023-06-22,2023-06-28,2023-06-28, ,x,38699668,85699417,1005781,2,9558431,1
IN10,110500,2,21595928,COLA,43088822,x,92,91,PCS,83,EUR,2023-06-12,2023-06-19,2023-06-19,2023-06-23,2023-06-23, ,x,80969552,48017982,1005791,1,5980941,1
IN10,110500,1,60261224,UDF3,73419740,x,8,7,KG,358,EUR,2023-06-14,,,,,x,x,80969552,48017982,1005781,1,,
IN10,758988,2,69909608,UDF3,73419740,x,11,11,PCS,990,EUR,2023-06-13,2023-06-19,2023-06-19,2023-06-23,2023-06-29,x,x,81226330,31380752,1005763,3,7267627,1
IN10,758988,1,19297648,TPM1,30002348,,68,68,PCS,2,EUR,2023-06-13,,,,,x,x,81226330,31380752,1005763,2,,
IN10,632436,4,16177764,TPM1,30002348,,6,6,KG,4,EUR,2023-06-12,2023-06-13,2023-06-14,2023-06-20,2023-06-22, ,x,35396553,76675367,1005768,2,8257677,2
IN10,632436,2,16177764,TPM1,30002348,,9,9,KG,4,EUR,2023-06-12,2023-06-13,2023-06-14,2023-06-20,2023-06-22, ,x,35396553,76675367,1005735,2,8257677,1
CN10,810712,3,17231232,TPM1,30002348,,38,38,PCS,5,EUR,2023-06-12,2023-06-13,2023-06-14,2023-06-20,2023-06-22, ,x,87596201,45557231,1005809,2,8067396,2
DE10,929035,1,82207928,ZUFN,74997556,x,51,51,KG,449,EUR,2023-06-16,2023-06-23,2023-06-23,2023-06-28,2023-06-28, ,x,49826393,82144186,1005812,3,6884581,3
DE10,708551,2,86662444,MPLF,50759436,x,40,40,KG,447,EUR,2023-06-16,2023-06-23,2023-06-30,2023-07-07,2023-07-07, ,x,33793962,14427468,1005856,1,6856963,1
DE10,708551,1,19297648,TPM1,30002348,,64,64,PCS,2,EUR,2023-06-15,2023-06-16,2023-06-19,2023-06-23,2023-06-23, ,x,33793962,14427468,1005842,1,7679890,7
DE10,987424,6,56389144,UDF3,43088822,x,15,15,PCS,119,EUR,2023-06-14,2023-06-21,2023-06-21,2023-06-27,2023-06-27, ,x,65996666,58569539,1005856,2,5385863,1
DE10,987424,5,25398208,COLA,48114031,x,34,34,PCS,504,EUR,2023-06-15,2023-06-22,2023-06-22,2023-06-27,2023-06-27, ,x,65996666,58569539,1005812,1,5234050,2
DE10,987424,2,89034752,MPLF,74997556,x,27,27,PCS,726,EUR,2023-06-16,2023-06-23,2023-06-23,2023-06-28,2023-06-28, ,x,65996666,58569539,1005762,1,6884581,2
DE10,987424,1,83863032,ZUFN,78411205,x,49,49,G,263,EUR,2023-06-16,2023-06-23,2023-06-30,2023-07-05,2023-07-05, ,x,65996666,58569539,1005754,2,8989321,1
DE10,316563,3,19297648,TPM1,30002348,,6,6,PCS,2,EUR,2023-06-13,2023-06-14,2023-06-14,2023-06-20,2023-06-22, ,x,88510487,10989829,1005801,2,7679890,6
DE10,316563,2,11159536,TPM1,30003467,,96,96,PCS,1,EUR,2023-06-13,2023-06-14,2023-06-14,2023-06-21,2023-06-28, ,x,88510487,10989829,1005770,1,5019749,5
DE10,316563,1,25150904,COLA,32519746,x,92,92,PCS,976,EUR,2023-06-14,2023-06-20,2023-06-20,2023-06-22,2023-06-22, ,x,88510487,10989829,1005742,1,8160421,1
DE10,948656,4,25235624,COLA,35101221,x,57,57,L,640,EUR,2023-06-12,2023-06-16,2023-06-16,2023-06-21,2023-06-26, ,x,70002506,45379454,1005801,1,8291211,1
DE10,948656,3,11159536,TPM1,30003467,,22,22,PCS,1,EUR,2023-06-12,2023-06-13,2023-06-14,2023-06-21,2023-06-28, ,x,70002506,45379454,1005797,1,5019749,4
DE10,948656,2,49790248,PYTF,47017350,x,54,54,PCS,700,EUR,2023-06-15,2023-06-22,2023-06-29,2023-07-04,2023-07-04, ,x,70002506,45379454,1005788,2,5964609,2
DE10,948656,1,17231232,TPM1,30002348,,93,93,PCS,5,EUR,2023-06-12,2023-06-13,2023-06-14,2023-06-20,2023-06-22, ,x,70002506,45379454,1005767,2,7679890,5
DE10,531828,13,19297648,TPM1,30002348,,69,69,PCS,2,EUR,2023-06-13,2023-06-14,2023-06-14,2023-06-20,2023-06-22, ,x,32980040,40594299,1005793,1,7679890,4
DE10,531828,12,88346328,MPLF,48114031,x,56,56,KG,618,EUR,2023-06-14,2023-06-21,2023-06-21,2023-06-26,2023-06-26, ,x,32980040,40594299,1005788,1,5234050,1
DE10,531828,9,77128608,ZUFN,47017350,x,39,39,PCS,606,EUR,2023-06-14,2023-06-21,2023-06-21,2023-06-26,2023-06-26, ,x,32980040,40594299,1005770,2,5964609,1
JP11,708946,1,88346328,MPLF,48114031,x,66,66,KG,618,EUR,2023-06-15,,,,,x,x,10869462,19202035,1005755,3,,
JP11,778338,2,25150904,COLA,32519746,x,48,48,PCS,976,EUR,2023-06-13,,,,,x,x,17858513,27976565,1005755,1,,
JP11,681485,1,18608880,TPM1,30002348,,77,77,PCS,1,EUR,2023-06-15,2023-06-16,2023-06-19,2023-06-23,2023-06-23, ,x,69070997,44517918,1005780,1,7532740,3
CN10,229861,1,11159536,TPM1,30003467,,69,69,PCS,1,EUR,2023-06-12,2023-06-13,2023-06-14,2023-06-21,2023-06-28, ,x,42053617,61117092,1005698,1,8597516,1
CN10,290227,1,20667944,COLA,73419740,x,70,70,KG,463,EUR,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20, ,x,66182728,68968014,1005731,1,9161811,1
CN10,290227,4,48075088,PYTF,53847241,x,66,66,KG,347,EUR,2023-06-12,,,,,x,x,66182728,68968014,1005774,1,,
CN10,290227,6,98151444,MPLF,43088822,x,43,43,PCS,916,EUR,,,,,,x,x,66182728,68968014,1005787,1,,
CN10,290227,7,17231232,TPM1,30002348,,11,11,PCS,5,EUR,2023-06-13,2023-06-14,2023-06-14,2023-06-20,2023-06-22, ,x,66182728,68968014,1005804,2,8067396,1
CN10,810712,1,13405872,TPM1,30003467,,29,29,PCS,3,EUR,2023-06-14,2023-06-15,2023-06-16,2023-06-23,2023-06-23, ,x,87596201,45557231,1005804,1,8597516,2
BR10,128468,4,15353960,TPM1,30002348,,60,60,PCS,2,EUR,2023-06-14,2023-06-15,2023-06-15,2023-06-20,2023-06-20, ,x,96902825,86863338,1005789,1,7719495,1
BR10,307047,8,13505536,TPM1,30003467,,83,83,PCS,7,EUR,2023-06-16,2023-06-19,2023-06-20,2023-06-27,2023-06-27, ,x,35471099,37103541,1005836,2,9560039,9
CN10,129820,3,93159896,MPLF,32519746,x,18,18,PCS,168,EUR,2023-06-16,2023-06-23,2023-06-23,2023-06-27,2023-06-29, ,x,35507382,24411183,1005834,1,7694469,1
CN10,367826,2,24242928,COLA,34702906,x,22,22,KG,321,EUR,,,,,, ,x,16842993,64581196,1005815,1,,
CN10,367826,1,13505536,TPM1,30003467,,58,58,PCS,7,EUR,2023-06-16,2023-06-19,2023-06-20,2023-06-27,2023-06-27, ,x,16842993,64581196,1005779,1,8597516,5
CN10,598075,5,11159536,TPM1,30003467,,23,23,PCS,1,EUR,2023-06-16,2023-06-19,2023-06-20,2023-06-27,2023-06-27, ,x,42143962,26512366,1005787,2,8597516,4
CN10,598075,4,32003616,ZELA,32952574,x,25,25,L,231,EUR,,,,,,x,x,42143962,26512366,1005776,1,,
CN10,598075,3,55226864,PYTF,70920548,x,71,71,PCS,516,EUR,2023-06-15,2023-06-22,2023-06-22,2023-06-28,2023-06-28, ,x,42143962,26512366,1005772,1,9051495,1
CN10,598075,2,13405872,TPM1,30003467,,19,19,PCS,3,EUR,2023-06-13,2023-06-14,2023-06-14,2023-06-21,2023-06-28, ,x,42143962,26512366,1005764,2,8597516,3
CN10,598075,1,89034752,MPLF,74997556,x,11,11,PCS,713,EUR,2023-06-15,2023-06-16,2023-06-16,2023-06-21,2023-06-21, ,x,42143962,26512366,1005761,1,9535604,1
CN10,129820,1,18608880,TPM1,30002348,,20,20,PCS,1,EUR,2023-06-15,,,,,x,x,35507382,24411183,1005761,3,,
BR10,307047,6,17231232,TPM1,30002348,,41,41,PCS,5,EUR,2023-06-16,2023-06-19,2023-06-19,2023-06-23,2023-06-23, ,x,35471099,37103541,1005824,2,7719495,2
IN10,237055,2,13505536,TPM1,30003467,,74,74,PCS,7,EUR,2023-06-14,2023-06-15,2023-06-16,2023-06-23,2023-06-23, ,x,44679314,11444007,1005816,1,8483372,1
BR10,307047,5,13505536,TPM1,30003467,,48,48,PCS,7,EUR,2023-06-16,2023-06-19,2023-06-20,2023-06-27,2023-06-27, ,x,35471099,37103541,1005821,1,9560039,8
BR10,128468,5,85602600,ZUFN,50759436,x,41,41,L,361,EUR,2023-06-14,2023-06-20,2023-06-20,2023-06-27,2023-06-27, ,x,96902825,86863338,1005789,2,5060821,2
JP11,977661,2,10615744,TPM1,30003467,,10,10,PCS,5,EUR,2023-06-16,2023-06-19,2023-06-20,2023-06-27,2023-06-27, ,x,68930260,16272566,1005852,3,6059012,3
BR10,214898,1,13405872,TPM1,30003467,,81,81,PCS,3,EUR,2023-06-13,,,,,x,x,18196663,24266402,1005794,2,,
BR10,214898,2,13405872,TPM1,30003467,,88,88,PCS,3,EUR,2023-06-14,2023-06-15,2023-06-16,2023-06-23,2023-06-23, ,x,18196663,24266402,1005800,2,9560039,4
BR10,214898,3,49790248,PYTF,47017350,x,70,70,PCS,700,EUR,2023-06-15,2023-06-22,2023-06-29,2023-07-04,2023-07-04, ,x,18196663,24266402,1005808,2,5819130,1
BR10,175122,1,79697072,ZUFN,48114031,x,29,29,PCS,710,EUR,2023-06-16,2023-06-23,2023-06-23,2023-06-29,2023-06-29, ,x,24110540,89252207,1005792,2,8857883,1
BR10,175122,2,11159536,TPM1,30003467,,18,18,PCS,1,EUR,2023-06-26,,,,,x,x,24110540,89252207,1005819,1,,
BR10,337619,1,10615744,TPM1,30003467,,63,63,PCS,5,EUR,2023-06-14,2023-06-15,2023-06-16,2023-06-23,2023-06-23, ,x,23246292,66321376,1005792,1,9560039,6
BR10,337619,3,11788404,TPM1,30003467,,77,77,PCS,6,EUR,2023-06-15,2023-06-16,2023-06-19,2023-06-23,2023-06-23, ,x,23246292,66321376,1005836,1,9560039,7
BR10,337619,2,83863032,ZUFN,78411205,x,75,75,G,263,EUR,2023-06-15,2023-06-22,2023-06-27,2023-07-03,2023-07-03, ,x,23246292,66321376,1005819,2,7483434,1
DE10,292214,5,13505536,TPM1,30003467,,90,90,PCS,7,EUR,2023-06-20,2023-06-21,2023-06-22,2023-06-29,2023-06-29, ,x,82699860,19370231,1005866,1,8717060,2
DE10,292214,4,86457056,MPLF,53847241,x,39,39,PCS,159,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03, ,x,82699860,19370231,1005848,2,9034672,2
DE10,292214,3,43151008,EDSA,34702906,x,91,91,PCS,554,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-04,2023-07-10, ,x,82699860,19370231,1005848,1,8436411,3
DE10,698469,3,17231232,TPM1,30002348,,80,80,PCS,5,EUR,2023-06-20,2023-06-21,2023-06-22,2023-06-27,2023-06-30, ,x,35240638,11490609,1005862,2,7418185,2
DE10,292214,1,49790248,PYTF,47017350,x,91,91,PCS,700,EUR,2023-06-23,2023-06-30,2023-06-30,2023-07-05,2023-07-05, ,x,82699860,19370231,1005812,2,5442451,1
DE10,698469,4,48248768,PYTF,74997556,x,20,20,PCS,693,EUR,2023-06-19,2023-06-26,2023-07-03,2023-07-06,2023-07-06, ,x,35240638,11490609,1005869,2,6732079,1
DE10,292214,6,90455123,MPLF,55553693,x,17,17,PCS,437,EUR,2023-06-21,2023-06-27,2023-07-03,2023-07-05,2023-07-05, ,x,82699860,19370231,1005884,1,8034675,1
DE10,698469,2,87079640,MPLF,41420829,x,68,68,KG,332,EUR,2023-06-19,2023-06-23,2023-06-23,2023-06-27,2023-06-27, ,x,35240638,11490609,1005855,1,6010625,1
DE10,292214,2,13505536,TPM1,30003467,,6,6,PCS,7,EUR,2023-06-22,2023-06-23,2023-06-23,2023-06-30,2023-06-30, ,x,82699860,19370231,1005838,1,8717060,1
DE10,292214,7,53640144,PYTF,53847241,x,93,93,PCS,488,EUR,2023-06-22,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,82699860,19370231,1005886,1,9034672,3
BR10,307047,4,32003616,ZELA,32952574,x,49,49,L,231,EUR,2023-06-19,,,,,x,x,35471099,37103541,1005808,3,,
DE10,921710,1,82809960,ZUFN,74997556,x,81,81,L,436,EUR,2023-06-22,2023-06-23,2023-06-23,2023-06-28,2023-06-28, ,x,42900809,33718300,1005848,3,6732079,2
DE10,921710,2,19297648,TPM1,30002348,,25,25,PCS,2,EUR,2023-06-22,2023-06-23,2023-06-23,2023-06-29,2023-06-29, ,x,42900809,33718300,1005865,2,7418185,3
DE10,921710,4,28440760,ZELA,32519746,x,79,79,PCS,603,EUR,,,,,, ,x,42900809,33718300,1005880,2,,
DE10,698469,1,71374072,UDF3,34702906,x,74,74,PCS,293,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-04,2023-07-10, ,x,35240638,11490609,1005838,2,8436411,2
DE10,153926,3,90455123,MPLF,55553693,x,46,46,PCS,437,EUR,2023-06-22,2023-06-28,2023-06-28,2023-06-30,2023-06-30, ,x,98019339,29959326,1005888,3,8034675,2
DE10,153926,5,37141432,EDSA,78411205,x,92,92,PCS,474,EUR,2023-06-22,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,98019339,29959326,1005897,1,6139131,1
BR10,185033,2,98151444,MPLF,43088822,x,79,79,PCS,916,EUR,2023-06-23,2023-06-30,2023-06-30,2023-07-06,2023-07-06, ,x,34351663,56621036,1005923,1,8051051,1
CN10,129820,4,50862632,PYTF,74997556,x,84,84,PCS,908,EUR,2023-06-19,2023-06-26,2023-07-03,2023-07-06,2023-07-06, ,x,35507382,24411183,1005843,2,6841092,1
US10,880016,4,89034752,MPLF,74997556,x,80,80,PCS,726,EUR,2023-06-19,2023-06-26,2023-07-03,2023-07-06,2023-07-06, ,x,43287891,34623899,1005796,2,5972656,1
CN10,129820,2,83863032,ZUFN,78411205,x,83,83,G,263,EUR,2023-06-20,2023-06-27,2023-06-27,2023-07-03,2023-07-03, ,x,35507382,24411183,1005809,3,5952012,1
DE10,292214,8,24242928,COLA,34702906,x,41,41,KG,321,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-04,2023-07-10, ,x,82699860,19370231,1005888,1,8436411,4
DE10,153926,2,16177764,TPM1,30002348,,14,14,KG,4,EUR,2023-06-22,2023-06-23,2023-06-23,2023-06-29,2023-06-29, ,x,98019339,29959326,1005878,1,7418185,4
DE10,929035,4,28148584,ZELA,53847241,x,18,18,PCS,778,EUR,2023-06-20,2023-06-21,2023-06-21,2023-06-26,2023-06-26, ,x,49826393,82144186,1005862,3,9034672,1
DE10,929035,3,24567712,COLA,35101221,x,1,1,PCS,689,EUR,2023-06-21,2023-06-27,2023-06-27,2023-07-03,2023-07-03, ,x,49826393,82144186,1005862,1,6712704,1
BR10,307047,7,11159536,TPM1,30003467,,51,51,PCS,1,EUR,2023-06-20,2023-06-21,2023-06-22,2023-06-29,2023-06-29, ,x,35471099,37103541,1005827,2,7643932,2
BR10,307047,3,84480424,ZUFN,38334498,x,40,40,G,136,EUR,,,,,, ,x,35471099,37103541,1005800,3,,
BR10,437220,1,16177764,TPM1,30002348,,49,49,KG,4,EUR,2023-06-20,2023-06-21,2023-06-22,2023-06-27,2023-06-30, ,x,29640411,29959326,1005824,1,5312723,1
BR10,761465,2,79697072,ZUFN,48114031,x,97,97,PCS,710,EUR,2023-06-22,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,64581196,68041376,1005895,1,5740920,1
BR10,761465,1,19816724,COLA,32952574,x,92,92,PCS,521,EUR,2023-06-23,2023-06-30,2023-07-07,2023-07-13,2023-07-13, ,x,64581196,68041376,1005877,1,8459887,2
BR10,397425,1,58890322,UDF3,34702906,x,6,6,PCS,804,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-04,2023-07-10, ,x,79848143,33657107,1005877,2,7240032,1
BR10,437220,3,90455123,MPLF,55553693,x,8,8,PCS,437,EUR,2023-06-20,2023-06-26,2023-06-30,2023-07-04,2023-07-04, ,x,29640411,29959326,1005844,1,6187179,1
BR10,437220,2,88797376,MPLF,50759436,x,7,7,PCS,6,EUR,2023-06-20,,,,,x,x,29640411,29959326,1005827,1,,
BR10,307047,2,98147568,MPLF,32519746,x,26,26,L,996,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03, ,x,35471099,37103541,1005800,1,5713177,2
BR10,307047,1,25150904,COLA,32519746,x,77,77,PCS,976,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03, ,x,35471099,37103541,1005794,1,5713177,1
BR10,848495,3,77128608,ZUFN,47017350,x,20,20,PCS,606,EUR,2023-06-19,2023-06-26,2023-06-26,2023-06-29,2023-06-29, ,x,33529840,90936752,1005857,3,7808136,1
BR10,848495,2,25235624,COLA,35101221,x,68,68,L,622,EUR,2023-06-19,2023-06-23,2023-06-23,2023-06-28,2023-07-03, ,x,33529840,90936752,1005825,1,9683346,1
BR10,848495,1,86457056,MPLF,53847241,x,15,15,PCS,159,EUR,2023-06-19,2023-06-26,2023-07-03,2023-07-06,2023-07-06, ,x,33529840,90936752,1005808,1,5036645,1
BR10,337619,4,11788404,TPM1,30003467,,66,67,PCS,6,EUR,2023-06-19,2023-06-20,2023-06-21,2023-06-27,2023-06-27, ,x,23246292,66321376,1005857,1,7643932,1
DE10,929035,5,15353960,TPM1,30002348,,67,67,PCS,2,EUR,2023-06-21,2023-06-22,2023-06-22,2023-06-27,2023-06-30, ,x,49826393,82144186,1005865,1,7418185,1
CN10,841334,4,44409248,EDSA,48114031,x,58,58,L,267,EUR,2023-06-22,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,48451268,23875597,1005843,1,5450022,1
CN10,841334,2,37238104,EDSA,49330617,x,10,10,PCS,320,EUR,2023-06-29,2023-06-28,2023-06-28,2023-06-30,2023-06-30, ,x,48451268,23875597,1005835,1,9644571,1
CN10,704886,4,15353960,TPM1,30002348,,64,64,PCS,2,EUR,2023-06-23,2023-06-26,2023-06-27,2023-07-03,2023-07-03, ,x,43287891,44488029,1005873,1,5217939,4
CN10,704886,3,58890322,UDF3,34702906,x,57,57,PCS,813,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-04,2023-07-10, ,x,43287891,44488029,1005870,1,6822378,1
CN10,704886,2,13505536,TPM1,30003467,,79,79,PCS,7,EUR,2023-06-20,2023-06-21,2023-06-22,2023-06-29,2023-06-29, ,x,43287891,44488029,1005864,1,6785589,2
CN10,704886,1,16177764,TPM1,30002348,,89,89,KG,4,EUR,2023-06-20,2023-06-21,2023-06-22,2023-06-27,2023-06-30, ,x,43287891,44488029,1005841,2,5217939,3
CN10,740334,3,28348643,ZELA,43088822,x,72,72,PCS,684,EUR,2023-06-22,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,69988311,81684996,1005854,1,9567296,1
DE10,987424,3,19816724,COLA,32952574,x,45,45,PCS,521,EUR,2023-06-19,2023-06-26,2023-06-26,2023-06-30,2023-07-06, ,x,65996666,58569539,1005795,1,6309573,1
DE10,987424,4,29156488,ZELA,50759436,x,19,19,PCS,374,EUR,2023-06-19,2023-06-26,2023-06-26,2023-06-30,2023-06-30, ,x,65996666,58569539,1005797,2,5887070,1
CN10,740334,1,86662444,MPLF,50759436,x,29,29,KG,447,EUR,2023-06-20,2023-06-27,2023-06-27,2023-07-04,2023-07-04, ,x,69988311,81684996,1005831,1,7196555,1
CN10,341620,4,82207928,ZUFN,74997556,x,30,30,KG,459,EUR,2023-06-21,2023-06-28,2023-06-28,2023-06-30,2023-06-30, ,x,57485181,30695145,1005859,1,6841092,2
CN10,341620,3,77128608,ZUFN,47017350,x,41,41,PCS,606,EUR,2023-06-20,2023-06-27,2023-07-04,2023-07-10,2023-07-10, ,x,57485181,30695145,1005835,3,5854136,1
CN10,341620,2,19297648,TPM1,30002348,,73,73,PCS,2,EUR,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-28, ,x,57485181,30695145,1005835,2,5217939,1
CN10,341620,1,10615744,TPM1,30003467,,99,99,PCS,5,EUR,2023-06-30,2023-06-22,2023-06-23,2023-06-30,2023-06-30, ,x,57485181,30695145,1005803,1,6785589,1
DE10,929035,2,24242928,COLA,34702906,x,39,39,KG,321,EUR,2023-06-19,2023-06-26,2023-06-26,2023-06-30,2023-07-06, ,x,49826393,82144186,1005813,1,8436411,1
CN10,841334,3,17231232,TPM1,30002348,,89,89,PCS,5,EUR,2023-06-23,2023-06-22,2023-06-22,2023-06-27,2023-06-30, ,x,48451268,23875597,1005837,1,5217939,5
CN10,740334,2,15353960,TPM1,30002348,,20,20,PCS,2,EUR,2023-06-21,2023-06-22,2023-06-22,2023-06-27,2023-06-30, ,x,69988311,81684996,1005841,1,5217939,2
DE10,698469,5,43678400,EDSA,48114031,x,36,36,PCS,115,EUR,2023-06-22,2023-06-29,2023-06-29,2023-07-05,2023-07-05, ,x,35240638,11490609,1005880,1,6436477,1
IN10,237055,5,18608880,TPM1,30002348,,89,89,PCS,1,EUR,2023-06-19,,,,,x,x,44679314,11444007,1005851,2,,
US10,436641,4,32003616,ZELA,32952574,x,90,90,L,231,EUR,2023-06-19,2023-06-26,2023-06-26,2023-06-30,2023-07-06, ,x,37774575,11888297,1005820,3,8994674,1
US10,436641,3,21595928,COLA,43088822,x,71,71,PCS,83,EUR,2023-06-20,2023-06-21,2023-06-21,2023-06-27,2023-06-27, ,x,37774575,11888297,1005820,1,9061756,1
JP11,993259,6,47767912,PYTF,32519746,x,61,61,PCS,915,EUR,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03, ,x,53622145,68822615,1005879,1,8168793,3
US10,436641,1,75603272,ZUFN,47017350,x,34,34,PCS,320,EUR,2023-06-20,2023-06-27,2023-07-04,2023-07-10,2023-07-10, ,x,37774575,11888297,1005802,3,8013520,1
US10,530553,3,58200280,UDF3,50759436,x,52,52,PCS,335,EUR,2023-06-20,2023-06-27,2023-06-27,2023-07-04,2023-07-04, ,x,26308534,61475942,1005853,3,8875380,1
JP11,993259,7,17231232,TPM1,30002348,,86,86,PCS,5,EUR,2023-06-23,2023-06-26,2023-06-27,2023-07-03,2023-07-03, ,x,53622145,68822615,1005879,2,8100073,4
US10,530553,2,13405872,TPM1,30003467,,64,64,PCS,3,EUR,2023-06-20,2023-06-21,2023-06-22,2023-06-29,2023-06-29, ,x,26308534,61475942,1005839,2,9005458,2
JP11,829654,1,18608880,TPM1,30002348,,54,54,PCS,1,EUR,2023-06-23,2023-06-23,2023-06-23,2023-06-29,2023-06-29, ,x,72702456,28588831,1005872,2,8100073,5
US10,880016,8,13405872,TPM1,30003467,,59,59,PCS,3,EUR,2023-06-19,2023-06-20,2023-06-21,2023-06-27,2023-06-27, ,x,43287891,34623899,1005853,2,9005458,1
US10,436641,5,83863032,ZUFN,78411205,x,40,40,G,263,EUR,2023-06-19,2023-06-26,2023-06-26,2023-06-29,2023-06-29, ,x,37774575,11888297,1005826,2,6408347,1
JP11,998560,3,75990376,ZUFN,34702906,x,5,5,PCS,499,EUR,2023-06-22,2023-06-28,2023-06-28,2023-07-04,2023-07-10, ,x,39915336,29599239,1005874,1,7847577,2
US10,612649,1,18608880,TPM1,30002348,,60,60,PCS,1,EUR,2023-06-23,2023-06-26,2023-06-27,2023-07-03,2023-07-03, ,x,23414890,10869462,1005894,1,9580884,2
US10,612649,2,19297648,TPM1,30002348,,22,22,PCS,2,EUR,2023-06-22,2023-06-23,2023-06-23,2023-06-29,2023-06-29, ,x,23414890,10869462,1005894,2,9580884,3
IN10,840320,7,15353960,TPM1,30002348,,41,41,PCS,2,EUR,2023-06-23,2023-06-26,2023-06-27,2023-07-03,2023-07-03, ,x,70110687,67659550,1005914,1,7005183,7
US10,612649,3,11788404,TPM1,30003467,,12,12,PCS,6,EUR,2023-06-22,2023-06-23,2023-06-23,2023-06-30,2023-06-30, ,x,23414890,10869462,1005898,1,9005458,7
JP11,993259,4,11788404,TPM1,30003467,,56,56,PCS,6,EUR,2023-06-20,2023-06-21,2023-06-22,2023-06-29,2023-06-29, ,x,53622145,68822615,1005861,1,8151034,1
IN10,840320,4,13505536,TPM1,30003467,,62,62,PCS,7,EUR,2023-06-22,2023-06-23,2023-06-23,2023-06-30,2023-06-30, ,x,70110687,67659550,1005883,2,6376312,2
IN10,840320,3,76304544,ZUFN,32519746,x,59,59,PCS,692,EUR,2023-06-23,2023-06-29,2023-06-29,2023-07-04,2023-07-04, ,x,70110687,67659550,1005875,2,7682021,1
US10,612649,4,45841032,EDSA,34702906,x,8,8,PCS,603,EUR,2023-06-22,2023-06-28,2023-06-28,2023-07-04,2023-07-10, ,x,23414890,10869462,1005910,1,7148982,1
IN10,169355,5,18608880,TPM1,30002348,,95,95,PCS,1,EUR,2023-06-22,2023-06-23,2023-06-23,2023-06-29,2023-06-29, ,x,93706871,27794877,1005908,1,7005183,6
US10,991050,2,11159536,TPM1,30003467,,19,19,PCS,1,EUR,2023-06-22,2023-06-23,2023-06-23,2023-06-30,2023-06-30, ,x,51055455,27519967,1005889,2,9005458,6
IN10,169355,4,32069368,ZELA,48114031,x,56,56,PCS,428,EUR,,,,,, ,x,93706871,27794877,1005881,3,,
