WERKS,BELNR,BUZEI,MATNR,MATKL,MENGE,MEINS,NETPR,PEINH,EBELN,EBELP
BR10,6799875,1,88903632,MPLF,9,PCS,880,EUR,585467,2
IN10,8765414,1,21595928,COLA,33,PCS,84,EUR,453362,3
IN10,6128024,1,86662444,MPLF,58,KG,447,EUR,453362,2
US10,5185089,2,16177764,TPM1,64,KG,4,EUR,241265,1
IN10,5204990,1,10615744,TPM1,26,PCS,5,EUR,888569,2
IN10,7411367,1,35470001,EDSA,7,KG,235,EUR,888569,1
BR10,8743582,2,24242928,COLA,9,KG,321,EUR,598270,1
IN10,5204990,3,11159536,TPM1,17,PCS,1,EUR,412263,2
CN10,8484606,1,79697072,ZUFN,30,PCS,710,EUR,147561,2
CN10,6945770,1,54753968,PYTF,26,PCS,13,EUR,147561,1
IN10,5884087,2,32071024,ZELA,13,KG,737,EUR,550881,2
IN10,5884087,1,98147568,MPLF,68,L,996,EUR,600870,2
IN10,6452089,1,18608880,TPM1,87,PCS,1,EUR,737050,1
JP11,6584597,1,13405872,TPM1,49,PCS,3,EUR,309153,1
JP11,5837388,1,85602600,ZUFN,41,L,361,EUR,381211,1
JP11,8549026,1,82809960,ZUFN,12,L,435,EUR,381211,2
JP11,8403689,1,25150904,COLA,76,PCS,976,EUR,381211,3
JP11,7991303,1,87079640,MPLF,41,KG,332,EUR,328742,1
JP11,6584597,2,11159536,TPM1,36,PCS,1,EUR,293854,1
JP11,9316675,1,56389144,UDF3,72,PCS,119,EUR,293854,2
US10,6685378,2,15353960,TPM1,9,PCS,2,EUR,122367,1
DE10,8893823,3,11159536,TPM1,85,PCS,1,EUR,609048,1
IN10,6876861,1,11159536,TPM1,30,PCS,1,EUR,821620,1
DE10,8893823,2,11159536,TPM1,98,PCS,1,EUR,343500,1
DE10,9060860,1,89034752,MPLF,56,PCS,726,EUR,639129,1
DE10,5034730,2,18608880,TPM1,86,PCS,1,EUR,403139,3
DE10,8447468,1,51088568,PYTF,33,PCS,234,EUR,403139,2
DE10,8893823,1,13505536,TPM1,32,PCS,7,EUR,403139,1
DE10,5034730,1,15353960,TPM1,32,PCS,2,EUR,860847,1
IN10,8445105,1,86457056,MPLF,58,PCS,159,EUR,600870,1
IN10,6463271,1,20667944,COLA,97,KG,463,EUR,139223,1
IN10,8445105,2,48075088,PYTF,14,KG,353,EUR,129074,1
DE10,6192305,1,88797376,MPLF,35,PCS,6,EUR,265488,1
CN10,8006409,1,16177764,TPM1,12,KG,4,EUR,555195,1
US10,6685378,1,16177764,TPM1,84,KG,4,EUR,810424,1
BR10,5443092,1,16177764,TPM1,51,KG,4,EUR,598270,7
BR10,8583502,1,25150904,COLA,88,PCS,976,EUR,520847,1
BR10,7476447,1,11159536,TPM1,65,PCS,1,EUR,924638,1
BR10,5443092,2,16177764,TPM1,7,KG,4,EUR,820151,1
BR10,5443092,3,19297648,TPM1,30,PCS,2,EUR,820151,2
BR10,6943378,1,86834912,MPLF,80,PCS,381,EUR,714041,1
CN10,7751737,1,11159536,TPM1,20,PCS,1,EUR,868625,1
US10,9149740,1,19297648,TPM1,10,PCS,2,EUR,476359,1
DE10,7690080,1,28348643,ZELA,17,PCS,684,EUR,609048,2
DE10,7585984,1,58200280,UDF3,78,PCS,335,EUR,205068,1
IN10,7585752,1,85602600,ZUFN,53,L,361,EUR,123123,3
CN10,6150215,1,15353960,TPM1,1,PCS,2,EUR,684374,1
IN10,5889796,1,76304544,ZUFN,25,PCS,661,EUR,123123,1
IN10,6501717,1,10615744,TPM1,82,PCS,5,EUR,559399,1
DE10,7868896,1,87079640,MPLF,24,KG,332,EUR,609048,3
US10,9690834,1,78949416,ZUFN,85,PCS,991,EUR,723299,2
DE10,7868896,2,87079640,MPLF,17,KG,332,EUR,195397,1
IN10,5755182,1,19297648,TPM1,59,PCS,2,EUR,550881,1
US10,6112871,1,49991456,PYTF,30,PCS,733,EUR,723299,1
JP11,5434516,1,25235624,COLA,40,L,640,EUR,855530,1
US10,8018751,1,19816724,COLA,71,PCS,521,EUR,716745,1
JP11,5396866,1,26709208,ZELA,13,KG,229,EUR,494271,3
JP11,7815908,1,29156488,ZELA,42,PCS,374,EUR,494271,2
JP11,6815912,1,10615744,TPM1,40,PCS,5,EUR,494271,1
JP11,7251890,2,16177764,TPM1,22,KG,4,EUR,449630,2
DE10,8106723,1,93159896,MPLF,50,PCS,159,EUR,965099,1
CN10,7024709,1,89034752,MPLF,43,PCS,726,EUR,917293,1
US10,9149740,2,18608880,TPM1,18,PCS,1,EUR,945844,1
DE10,7690080,2,98151444,MPLF,15,PCS,916,EUR,993372,2
DE10,7868896,3,26709208,ZELA,1,KG,229,EUR,993372,3
BR10,7234699,1,18608880,TPM1,90,PCS,1,EUR,731361,1
DE10,6263383,1,16177764,TPM1,13,KG,4,EUR,205068,4
CN10,9275787,1,56389144,UDF3,97,PCS,113,EUR,635708,2
BR10,8341758,1,24567712,COLA,68,PCS,689,EUR,955994,4
CN10,8829666,1,13405872,TPM1,62,PCS,3,EUR,635708,1
CN10,5013678,2,16177764,TPM1,78,KG,4,EUR,568896,1
JP11,9424457,1,11159536,TPM1,40,PCS,1,EUR,479867,2
CN10,5013678,1,19297648,TPM1,10,PCS,2,EUR,535433,3
BR10,5649898,1,75227320,UDF3,89,PCS,594,EUR,615498,3
US10,8911696,1,86662444,MPLF,69,KG,447,EUR,716745,2
JP11,6929567,1,76304544,ZUFN,81,PCS,692,EUR,601245,2
BR10,5939866,1,85602600,ZUFN,95,L,361,EUR,615498,2
JP11,5977432,1,20667944,COLA,87,KG,465,EUR,601245,1
BR10,7866065,1,40378320,EDSA,12,PCS,605,EUR,615498,1
BR10,8460421,1,17231232,TPM1,2,PCS,5,EUR,410604,2
IN10,5868514,2,90455123,MPLF,62,PCS,437,EUR,459164,1
CN10,8951132,1,32069368,ZELA,47,PCS,408,EUR,535433,1
US10,6536619,1,36128224,EDSA,2,PCS,711,EUR,673148,1
CN10,5013678,3,16177764,TPM1,27,KG,4,EUR,314634,1
IN10,5868514,1,90455123,MPLF,60,PCS,437,EUR,507247,3
BR10,5197895,2,10615744,TPM1,13,PCS,5,EUR,955994,5
DE10,7412705,1,86662444,MPLF,50,KG,447,EUR,205068,3
DE10,7982738,1,13405872,TPM1,3,PCS,3,EUR,993372,1
DE10,8771470,1,21595928,COLA,3,PCS,83,EUR,205068,2
DE10,9094763,1,44401842,EDSA,9,PCS,207,EUR,993372,4
DE10,7982738,2,10615744,TPM1,17,PCS,5,EUR,668939,1
DE10,6263383,2,17231232,TPM1,25,PCS,5,EUR,668939,2
IN10,5169081,1,17231232,TPM1,16,PCS,5,EUR,507247,1
DE10,7574953,1,93159896,MPLF,22,PCS,159,EUR,195397,2
DE10,7982738,3,13505536,TPM1,91,PCS,7,EUR,375171,1
IN10,8392183,1,11788404,TPM1,46,PCS,6,EUR,352310,2
BR10,5197895,1,11788404,TPM1,58,PCS,6,EUR,410604,1
BR10,7805097,1,84480424,ZUFN,55,G,136,EUR,570198,3
DE10,8229180,1,75904608,ZUFN,74,PCS,544,EUR,375171,2
DE10,8735181,1,25398208,COLA,69,PCS,504,EUR,203747,1
CN10,5013678,4,16177764,TPM1,13,KG,4,EUR,314634,2
DE10,6662663,2,25235624,COLA,42,L,640,EUR,521943,1
DE10,6662663,1,88903632,MPLF,30,PCS,880,EUR,509626,1
CN10,6079444,1,22818912,COLA,87,KG,636,EUR,535433,2
JP11,6526608,2,98151444,MPLF,27,PCS,885,EUR,795326,4
JP11,6677131,1,88797376,MPLF,48,PCS,6,EUR,795326,1
JP11,9337527,1,19474160,COLA,89,KG,986,EUR,795326,2
JP11,6526608,1,21595928,COLA,96,PCS,83,EUR,795326,3
JP11,8047752,1,11159536,TPM1,5,PCS,1,EUR,650432,1
JP11,5898863,1,17231232,TPM1,37,PCS,5,EUR,650432,2
DE10,8000914,1,16177764,TPM1,49,KG,4,EUR,203747,2
JP11,8047752,2,11159536,TPM1,86,PCS,1,EUR,755909,2
JP11,6677131,2,88797376,MPLF,48,PCS,6,EUR,907670,1
JP11,8618237,1,87079640,MPLF,3,KG,332,EUR,479867,1
JP11,5898863,2,17231232,TPM1,59,PCS,5,EUR,907670,2
US10,7931749,1,18608880,TPM1,31,PCS,1,EUR,878739,4
CN10,6458561,2,98147568,MPLF,88,L,996,EUR,742891,2
IN10,8356110,1,13505536,TPM1,68,PCS,7,EUR,729042,3
BR10,7176892,1,44401842,EDSA,41,PCS,207,EUR,955994,1
BR10,4981351,2,13405872,TPM1,90,PCS,3,EUR,955994,2
BR10,5812549,2,17231232,TPM1,24,PCS,5,EUR,955994,3
BR10,7780106,1,78949416,ZUFN,53,PCS,991,EUR,657040,1
CN10,8818173,1,24567712,COLA,40,PCS,689,EUR,849216,1
BR10,9392743,1,88797376,MPLF,73,PCS,6,EUR,814343,1
BR10,7953574,1,51088568,PYTF,18,PCS,234,EUR,437951,1
BR10,5812549,3,18608880,TPM1,76,PCS,1,EUR,215025,1
BR10,5812549,1,16177764,TPM1,42,KG,4,EUR,570198,2
BR10,4981351,1,11788404,TPM1,24,PCS,6,EUR,570198,1
BR10,5180294,1,32645344,EDSA,74,PCS,845,EUR,152054,2
BR10,4981351,3,13405872,TPM1,76,PCS,3,EUR,814343,2
IN10,7476448,2,98147568,MPLF,17,L,996,EUR,343487,1
IN10,5196902,1,97625203,MPLF,9,KG,554,EUR,515259,1
IN10,8493936,1,49790248,PYTF,6,PCS,710,EUR,515259,3
IN10,7178896,1,82207928,ZUFN,28,KG,441,EUR,515259,4
US10,6156078,5,13505536,TPM1,24,PCS,7,EUR,961104,4
US10,7931749,2,15353960,TPM1,21,PCS,2,EUR,154841,1
US10,5720376,1,21595928,COLA,65,PCS,83,EUR,154841,2
US10,7931749,3,18608880,TPM1,6,PCS,1,EUR,613928,1
US10,5720376,2,98151444,MPLF,5,PCS,916,EUR,613928,2
US10,6156078,2,11159536,TPM1,95,PCS,1,EUR,613928,3
US10,6156078,3,13405872,TPM1,24,PCS,3,EUR,961104,1
BR10,8911374,1,82809960,ZUFN,2,L,435,EUR,183137,2
BR10,8604185,1,17231232,TPM1,98,PCS,5,EUR,199790,1
CN10,6867871,2,11788404,TPM1,15,PCS,6,EUR,580539,1
DE10,4937348,1,69251696,UDF3,53,L,529,EUR,403670,1
DE10,6459226,1,71374072,UDF3,36,PCS,293,EUR,217695,1
CN10,9021968,1,24242928,COLA,48,KG,321,EUR,457354,6
CN10,8168481,2,24567712,COLA,75,PCS,689,EUR,457354,4
US10,7417254,2,18608880,TPM1,74,PCS,1,EUR,153256,1
US10,7417254,3,19297648,TPM1,18,PCS,2,EUR,169874,1
DE10,8558393,1,32069368,ZELA,73,PCS,428,EUR,217695,2
IN10,8209931,1,19297648,TPM1,39,PCS,2,EUR,729042,1
US10,7417254,1,19297648,TPM1,26,PCS,2,EUR,961104,2
IN10,8209931,2,16177764,TPM1,8,KG,4,EUR,729042,2
IN10,8209931,3,15353960,TPM1,59,PCS,2,EUR,704776,2
IN10,8134994,1,26709208,ZELA,86,KG,229,EUR,795230,1
IN10,6325070,1,32003616,ZELA,13,L,231,EUR,795230,2
IN10,8967475,1,98147568,MPLF,3,L,996,EUR,968511,1
IN10,8209931,4,16177764,TPM1,71,KG,4,EUR,557909,1
BR10,7853884,2,13405872,TPM1,4,PCS,3,EUR,944326,3
IN10,8480876,1,19474160,COLA,36,KG,986,EUR,704776,1
CN10,5914842,1,97625203,MPLF,80,KG,554,EUR,849216,2
US10,7967035,2,25398208,COLA,92,PCS,504,EUR,512492,1
JP11,5421035,1,18608880,TPM1,61,PCS,1,EUR,755909,1
CN10,8168481,1,24567712,COLA,76,PCS,689,EUR,457354,3
BR10,8429731,1,25150904,COLA,45,PCS,976,EUR,183137,1
CN10,9018357,1,32071024,ZELA,2,KG,737,EUR,683550,4
CN10,6213847,1,17231232,TPM1,81,PCS,5,EUR,683550,3
CN10,8631058,1,86834912,MPLF,5,PCS,381,EUR,683550,1
CN10,6213847,2,15353960,TPM1,39,PCS,2,EUR,457354,1
CN10,6867871,1,10615744,TPM1,11,PCS,5,EUR,134094,2
JP11,8998647,2,50191792,PYTF,92,KG,545,EUR,472649,1
JP11,8569208,1,87079640,MPLF,4,KG,332,EUR,851090,2
BR10,7853884,1,13505536,TPM1,28,PCS,7,EUR,726750,1
JP11,8998647,1,79697072,ZUFN,28,PCS,710,EUR,259837,1
JP11,5832916,1,13405872,TPM1,42,PCS,3,EUR,665108,1
CN10,8328859,1,68338888,UDF3,68,PCS,167,EUR,134094,3
BR10,7104593,2,21595928,COLA,45,PCS,83,EUR,944326,1
BR10,8852286,1,22818912,COLA,97,KG,636,EUR,944326,2
BR10,9559249,1,75227320,UDF3,71,PCS,594,EUR,944326,4
BR10,7357436,1,45013285,EDSA,43,KG,543,EUR,187437,1
BR10,5175995,2,10615744,TPM1,78,PCS,5,EUR,187437,2
BR10,8852286,2,86662444,MPLF,88,KG,447,EUR,489696,1
BR10,7429121,2,16177764,TPM1,46,KG,4,EUR,187437,4
BR10,6792516,1,76304544,ZUFN,99,PCS,692,EUR,489696,2
BR10,6458140,1,88346328,MPLF,75,KG,618,EUR,489696,3
BR10,5175995,1,10615744,TPM1,74,PCS,5,EUR,449507,1
CN10,5283701,1,10615744,TPM1,50,PCS,5,EUR,457354,5
BR10,7429121,1,15353960,TPM1,31,PCS,2,EUR,187437,3
CN10,7318641,1,19297648,TPM1,52,PCS,2,EUR,613600,1
JP11,5599966,1,10615744,TPM1,69,PCS,5,EUR,851090,1
CN10,6209798,1,50191792,PYTF,89,KG,545,EUR,568538,2
IN10,9669121,2,25150904,COLA,19,PCS,976,EUR,195209,1
IN10,9514885,1,17231232,TPM1,55,PCS,5,EUR,683525,2
IN10,5781855,1,10615744,TPM1,60,PCS,5,EUR,683525,1
IN10,6358106,1,67221888,UDF3,70,KG,193,EUR,712273,2
IN10,7396455,1,56389144,UDF3,76,PCS,119,EUR,712273,1
IN10,9669121,1,93159896,MPLF,47,PCS,159,EUR,526095,2
US10,8918959,1,54753968,PYTF,62,PCS,13,EUR,403181,1
US10,9280473,1,18608880,TPM1,56,PCS,1,EUR,747006,1
DE10,6614220,2,79697072,ZUFN,62,PCS,710,EUR,467693,2
DE10,8936907,2,17231232,TPM1,16,PCS,5,EUR,225902,2
JP11,6224606,1,19816724,COLA,8,PCS,521,EUR,687426,1
BR10,7104593,1,28348643,ZELA,48,PCS,684,EUR,449507,2
DE10,9107010,2,75990376,ZUFN,2,PCS,499,EUR,225902,1
CN10,6702464,1,24242928,COLA,26,KG,321,EUR,853024,2
BR10,7429121,3,15353960,TPM1,23,PCS,2,EUR,765956,2
DE10,6614220,1,25398208,COLA,81,PCS,504,EUR,481221,1
DE10,9107010,1,45841032,EDSA,95,PCS,603,EUR,481221,2
DE10,8038267,1,11159536,TPM1,27,PCS,1,EUR,873321,1
DE10,6293859,1,98151444,MPLF,66,PCS,916,EUR,873321,2
JP11,5346569,1,18608880,TPM1,81,PCS,1,EUR,203256,1
DE10,4955402,1,68338888,UDF3,2,PCS,167,EUR,802447,1
DE10,6646458,1,48248768,PYTF,98,PCS,693,EUR,873321,3
DE10,5340259,1,37238104,EDSA,73,PCS,320,EUR,802447,2
DE10,8936907,1,15353960,TPM1,1,PCS,2,EUR,802447,3
JP11,5599966,2,11788404,TPM1,33,PCS,6,EUR,700950,1
DE10,7792854,1,10615744,TPM1,40,PCS,5,EUR,687658,2
IN10,6055326,1,16177764,TPM1,83,KG,4,EUR,456307,4
IN10,7948608,2,11788404,TPM1,15,PCS,6,EUR,392984,5
IN10,7948608,1,13505536,TPM1,12,PCS,7,EUR,392984,3
IN10,5047851,1,71374072,UDF3,37,PCS,296,EUR,392984,2
IN10,7856201,1,97625203,MPLF,48,KG,554,EUR,942882,1
DE10,9219733,1,17231232,TPM1,61,PCS,5,EUR,467693,1
DE10,7953043,1,86834912,MPLF,77,PCS,381,EUR,467693,3
DE10,6685566,1,87079640,MPLF,55,KG,332,EUR,474088,1
DE10,7953043,2,62792440,UDF3,60,PCS,124,EUR,474088,2
DE10,7953043,3,86834912,MPLF,74,PCS,381,EUR,474088,3
BR10,5012849,1,17231232,TPM1,92,PCS,5,EUR,160809,2
DE10,9219733,5,18608880,TPM1,49,PCS,1,EUR,749037,2
DE10,9219733,4,18608880,TPM1,84,PCS,1,EUR,749037,1
DE10,9219733,3,16177764,TPM1,95,KG,4,EUR,688277,2
DE10,9219733,2,16177764,TPM1,48,KG,4,EUR,688277,1
BR10,8427068,4,13505536,TPM1,80,PCS,7,EUR,160809,1
US10,7431206,1,13505536,TPM1,94,PCS,7,EUR,122238,1
JP11,6487971,2,17231232,TPM1,56,PCS,5,EUR,875024,4
JP11,6487971,1,17231232,TPM1,56,PCS,5,EUR,875024,3
JP11,6103221,2,86834912,MPLF,12,PCS,381,EUR,875024,2
JP11,5272920,1,19816724,COLA,86,PCS,521,EUR,875024,1
JP11,6103221,1,21595928,COLA,93,PCS,83,EUR,566076,1
BR10,8427068,1,13505536,TPM1,94,PCS,7,EUR,239678,1
BR10,5012849,3,16177764,TPM1,61,KG,4,EUR,119427,2
BR10,6248650,1,97625203,MPLF,72,KG,554,EUR,119427,1
BR10,8427068,3,11788404,TPM1,44,PCS,6,EUR,237500,1
BR10,8427068,2,10615744,TPM1,63,PCS,5,EUR,765956,1
JP11,6103221,3,28348643,ZELA,28,PCS,695,EUR,466528,1
CN10,5946732,2,13505536,TPM1,36,PCS,7,EUR,329809,4
US10,7431206,2,11159536,TPM1,53,PCS,1,EUR,581909,1
JP11,6550391,2,45841032,EDSA,87,PCS,603,EUR,183208,1
CN10,7927520,2,93159896,MPLF,90,PCS,162,EUR,123935,2
US10,9100144,1,24567712,COLA,59,PCS,689,EUR,811524,1
CN10,7862529,1,29156488,ZELA,9,PCS,374,EUR,583236,1
CN10,5946732,1,10615744,TPM1,5,PCS,5,EUR,531146,1
CN10,7381979,1,16177764,TPM1,92,KG,4,EUR,568538,1
CN10,9147403,1,21595928,COLA,34,PCS,82,EUR,531146,2
BR10,5012849,2,19297648,TPM1,3,PCS,2,EUR,160809,3
CN10,7381979,2,19297648,TPM1,96,PCS,2,EUR,853024,1
BR10,8130738,2,24567712,COLA,49,PCS,689,EUR,143974,3
BR10,5959485,1,11788404,TPM1,22,PCS,6,EUR,143974,1
BR10,5277827,1,44401842,EDSA,44,PCS,207,EUR,295584,2
US10,9612945,2,11788404,TPM1,78,PCS,6,EUR,211828,4
US10,5930512,3,18608880,TPM1,50,PCS,1,EUR,211828,3
BR10,8130738,1,88903632,MPLF,60,PCS,880,EUR,295584,1
US10,5092555,1,24567712,COLA,93,PCS,689,EUR,152087,1
JP11,8973019,1,56831936,UDF3,35,G,964,EUR,875024,5
BR10,5500877,2,88797376,MPLF,36,PCS,6,EUR,143974,2
US10,5930512,1,15353960,TPM1,69,PCS,2,EUR,785231,2
US10,6125309,1,83863032,ZUFN,92,G,263,EUR,904798,1
US10,9612945,1,13505536,TPM1,24,PCS,7,EUR,785231,1
BR10,6296094,1,18608880,TPM1,9,PCS,1,EUR,273530,2
DE10,7482747,1,93159896,MPLF,97,PCS,159,EUR,920035,1
DE10,9694912,1,77128608,ZUFN,70,PCS,606,EUR,920035,2
DE10,7482747,2,98147568,MPLF,92,L,996,EUR,149641,1
DE10,5222735,1,21595928,COLA,7,PCS,83,EUR,650337,1
DE10,7018862,2,19297648,TPM1,50,PCS,2,EUR,650337,2
DE10,8037361,1,26857600,ZELA,20,PCS,453,EUR,221952,1
DE10,8927836,1,60261224,UDF3,69,KG,350,EUR,221952,2
US10,9562736,1,88797376,MPLF,87,PCS,6,EUR,934127,2
BR10,5959485,2,10615744,TPM1,4,PCS,5,EUR,143974,4
US10,6125309,2,45162744,EDSA,17,PCS,520,EUR,934127,1
US10,6445273,1,75904608,ZUFN,37,PCS,544,EUR,581909,2
DE10,6069385,1,82207928,ZUFN,25,KG,441,EUR,687658,1
DE10,7018862,1,16177764,TPM1,90,KG,4,EUR,360498,1
IN10,8079974,1,19297648,TPM1,79,PCS,2,EUR,456307,2
JP11,6845004,1,88797376,MPLF,9,PCS,6,EUR,466528,3
CN10,6531257,3,19297648,TPM1,73,PCS,2,EUR,694213,1
CN10,5796533,1,54836888,PYTF,56,PCS,389,EUR,194925,2
CN10,6531257,2,15353960,TPM1,70,PCS,2,EUR,194925,1
CN10,7293796,1,24242928,COLA,53,KG,321,EUR,290420,1
CN10,8218773,1,88903632,MPLF,36,PCS,880,EUR,329809,2
CN10,7921646,1,22818912,COLA,50,KG,636,EUR,123935,3
IN10,8079974,4,15353960,TPM1,43,PCS,2,EUR,102568,1
IN10,5175562,1,13405872,TPM1,64,PCS,3,EUR,696762,2
IN10,8079974,2,15353960,TPM1,85,PCS,2,EUR,456307,3
IN10,6865103,1,32069368,ZELA,25,PCS,428,EUR,946086,1
IN10,8671469,1,87079640,MPLF,53,KG,332,EUR,658750,2
CN10,9510466,3,11159536,TPM1,25,PCS,1,EUR,648116,1
IN10,9073736,1,86834912,MPLF,82,PCS,381,EUR,658750,3
JP11,8981766,1,28440760,ZELA,8,PCS,603,EUR,689560,1
BR10,5377163,1,48075088,PYTF,61,KG,353,EUR,137672,2
JP11,7609912,2,10615744,TPM1,87,PCS,5,EUR,220386,2
JP11,9021658,1,15353960,TPM1,92,PCS,2,EUR,466528,2
BR10,7711015,1,32069368,ZELA,31,PCS,428,EUR,137672,1
JP11,7609912,1,11159536,TPM1,37,PCS,1,EUR,220386,1
BR10,8712936,1,25150904,COLA,48,PCS,976,EUR,547008,1
IN10,7065920,1,86662444,MPLF,14,KG,451,EUR,456307,1
BR10,5500877,1,88797376,MPLF,61,PCS,6,EUR,126171,1
US10,7741833,1,88903632,MPLF,19,PCS,880,EUR,211828,2
US10,9508389,3,16177764,TPM1,82,KG,4,EUR,701288,1
US10,9508389,1,19297648,TPM1,24,PCS,2,EUR,220231,1
US10,6531128,1,11788404,TPM1,55,PCS,6,EUR,220231,2
US10,8070292,1,28440760,ZELA,21,PCS,603,EUR,103497,3
US10,5547559,1,54836888,PYTF,82,PCS,389,EUR,103497,2
US10,9508389,2,19297648,TPM1,59,PCS,2,EUR,103497,1
IN10,5021300,1,21595928,COLA,98,PCS,83,EUR,682475,1
US10,5842976,1,89034752,MPLF,40,PCS,726,EUR,916993,1
IN10,7578316,1,25235624,COLA,6,L,640,EUR,205614,3
BR10,9235091,1,45162744,EDSA,34,PCS,520,EUR,273530,1
IN10,6364041,1,13405872,TPM1,23,PCS,3,EUR,205614,2
IN10,5667192,2,32069368,ZELA,88,PCS,428,EUR,101642,2
IN10,5667192,1,88346328,MPLF,94,KG,618,EUR,101642,1
IN10,5034466,1,28148584,ZELA,72,PCS,778,EUR,134047,2
IN10,8857830,1,16177764,TPM1,46,KG,4,EUR,134047,1
CN10,8257201,1,43151008,EDSA,14,PCS,576,EUR,473415,1
CN10,8205434,1,24567712,COLA,21,PCS,689,EUR,473415,2
JP11,7209349,1,25150904,COLA,46,PCS,976,EUR,486810,2
JP11,9001676,1,10615744,TPM1,84,PCS,5,EUR,118467,1
DE10,9564421,1,28348643,ZELA,11,PCS,684,EUR,914012,1
JP11,7800087,1,43678400,EDSA,97,PCS,115,EUR,258755,1
JP11,8387503,1,19297648,TPM1,4,PCS,2,EUR,788685,1
JP11,7854355,1,58200280,UDF3,45,PCS,335,EUR,431446,1
BR10,8445156,1,13505536,TPM1,5,PCS,7,EUR,365520,3
DE10,5382044,1,19474160,COLA,26,KG,986,EUR,346633,2
DE10,7396529,1,11788404,TPM1,56,PCS,6,EUR,346633,1
DE10,5288771,1,75904608,ZUFN,73,PCS,544,EUR,993743,2
BR10,9709020,1,82809960,ZUFN,18,L,453,EUR,380992,1
BR10,8125740,3,86834912,MPLF,58,PCS,381,EUR,423713,1
DE10,9325118,1,90455123,MPLF,1,PCS,437,EUR,993743,1
BR10,8125740,2,98151444,MPLF,2,PCS,916,EUR,352423,2
BR10,5822990,1,86457056,MPLF,71,PCS,159,EUR,365520,1
BR10,6886132,1,26857600,ZELA,23,PCS,453,EUR,365520,2
BR10,8125740,1,56389144,UDF3,83,PCS,119,EUR,365520,4
BR10,5084742,1,25150904,COLA,96,PCS,976,EUR,352423,1
BR10,7112401,1,18608880,TPM1,86,PCS,1,EUR,420551,2
BR10,6193383,1,18608880,TPM1,82,PCS,1,EUR,420551,1
JP11,8052343,2,18608880,TPM1,26,PCS,1,EUR,383827,3
JP11,7805431,1,75603272,ZUFN,37,PCS,320,EUR,392763,2
JP11,6957009,1,48705128,PYTF,72,KG,776,EUR,246104,1
JP11,7009669,1,13405872,TPM1,26,PCS,3,EUR,444427,3
JP11,5210609,1,24242928,COLA,62,KG,321,EUR,444427,1
JP11,8027256,1,98147568,MPLF,69,L,996,EUR,486810,1
US10,5813622,1,19816724,COLA,23,PCS,521,EUR,404572,1
US10,9335043,1,19297648,TPM1,39,PCS,2,EUR,503093,2
BR10,8048769,1,97625203,MPLF,9,KG,554,EUR,380992,2
JP11,8027256,2,93159896,MPLF,66,PCS,159,EUR,383827,2
US10,6283074,1,86457056,MPLF,30,PCS,159,EUR,301833,1
DE10,7294852,1,11159536,TPM1,37,PCS,1,EUR,787270,1
CN10,8902557,1,82809960,ZUFN,68,L,435,EUR,716566,1
IN10,5913590,2,20667944,COLA,46,KG,463,EUR,363939,1
IN10,5256381,3,13505536,TPM1,65,PCS,7,EUR,692173,2
IN10,7807514,1,83863032,ZUFN,90,G,263,EUR,692173,1
CN10,6024761,1,98147568,MPLF,54,L,996,EUR,213341,1
CN10,5978600,1,16177764,TPM1,50,KG,4,EUR,177320,2
CN10,6013116,1,55226864,PYTF,30,PCS,520,EUR,578152,1
IN10,5289415,1,86834912,MPLF,52,PCS,381,EUR,590174,3
IN10,8682499,1,19297648,TPM1,78,PCS,2,EUR,590174,1
IN10,5256381,2,11788404,TPM1,19,PCS,6,EUR,352718,3
IN10,5913590,1,40378320,EDSA,7,PCS,605,EUR,352718,2
IN10,5256381,1,11788404,TPM1,84,PCS,6,EUR,352718,1
DE10,5118158,1,18608880,TPM1,78,PCS,1,EUR,915150,1
CN10,5978600,2,16177764,TPM1,85,KG,4,EUR,131683,3
DE10,5210591,1,86662444,MPLF,99,KG,447,EUR,451058,1
DE10,7294852,2,11788404,TPM1,13,PCS,6,EUR,451058,2
CN10,7802940,1,13505536,TPM1,95,PCS,7,EUR,131683,5
DE10,5111519,1,75990376,ZUFN,73,PCS,499,EUR,516191,1
DE10,5111519,2,71374072,UDF3,79,PCS,293,EUR,516191,2
DE10,5118158,2,18608880,TPM1,28,PCS,1,EUR,516191,3
DE10,6101076,1,79697072,ZUFN,92,PCS,710,EUR,323773,2
US10,8398296,1,13405872,TPM1,74,PCS,3,EUR,701288,2
US10,5012945,1,44074088,EDSA,76,PCS,52,EUR,521057,1
IN10,8682499,2,19297648,TPM1,17,PCS,2,EUR,321366,1
DE10,5902098,1,45162744,EDSA,17,PCS,520,EUR,323773,1
DE10,4935140,1,78949416,ZUFN,78,PCS,991,EUR,503198,1
DE10,6544831,1,88903632,MPLF,52,PCS,880,EUR,503198,2
IN10,5709253,1,87079640,MPLF,53,KG,332,EUR,952644,1
IN10,7514694,1,58200280,UDF3,1,PCS,335,EUR,685684,1
BR10,7842926,2,74349496,UDF3,80,KG,341,EUR,126992,3
IN10,9717522,1,16177764,TPM1,58,KG,4,EUR,682841,1
IN10,5615073,4,13405872,TPM1,57,PCS,3,EUR,469842,1
IN10,5615073,3,11159536,TPM1,7,PCS,1,EUR,952644,2
BR10,6067538,1,25398208,COLA,21,PCS,504,EUR,163829,1
CN10,6024552,2,11159536,TPM1,72,PCS,1,EUR,131683,4
