EBELN,EBELP,UDATE,FIELD,VALUE
613600,1,2022-10-25,P,2
613914,1,2021-05-17,Q,95
613914,2,2021-05-17,Q,18
613914,2,2021-05-17,P,1
613914,2,2021-05-17,P,1
614568,1,2019-08-08,P,2
614959,1,2019-05-24,Q,81
615498,3,2022-10-07,Q,89
616015,3,2021-04-16,Q,2
616232,1,2021-11-12,Q,25
616232,1,2021-11-29,P,670
616232,3,,P,668
616969,1,2019-04-15,P,656
617041,2,2019-08-14,Q,13
617041,3,2019-08-12,P,4
617359,1,2020-01-30,P,4
617414,1,2021-07-19,Q,3
617688,1,2020-01-09,P,4
617688,1,2020-01-10,Q,14
617772,3,2022-12-26,Q,26
617858,3,2021-12-06,P,739
617858,4,2021-11-29,P,3
617858,4,2021-12-02,P,3
618346,2,2020-06-19,Q,48
618766,1,2021-02-22,Q,82
618766,3,2021-02-22,Q,59
619018,1,2022-01-13,P,82
619107,1,,P,525
619229,3,2021-07-09,P,122
619907,3,2021-08-02,P,458
620395,1,2019-07-10,Q,64
620413,1,,Q,77
620611,3,2021-04-08,Q,15
620728,1,2020-04-23,Q,54
620826,2,2022-06-17,P,484
620826,3,2022-06-27,P,1
621064,1,2019-09-04,Q,78
621064,2,2019-08-30,P,606
621771,1,2019-04-26,Q,15
621771,1,2019-04-29,P,5
621906,2,,P,332
621906,3,2019-06-17,P,236
621906,3,2019-06-18,P,237
622217,1,2021-10-26,Q,91
622217,2,2021-10-28,P,520
622418,2,2021-09-22,P,4
622418,2,2021-09-27,Q,53
622543,2,2019-09-17,Q,84
622543,3,2019-09-17,P,445
622543,4,2019-09-19,P,1
622543,4,2019-09-23,Q,15
622997,1,,Q,72
622997,2,,P,218
622997,3,2021-06-15,P,468
622997,4,2021-06-04,P,7
622997,5,2021-06-14,P,1
623933,1,,P,443
624549,1,2020-05-19,P,5
624549,3,2020-05-06,P,405
625341,1,2022-08-26,Q,94
625407,1,2022-03-15,Q,74
625892,1,,Q,15
625892,1,,Q,10
625892,1,,P,441
625892,3,,Q,69
628222,2,2020-07-21,P,333
628632,1,2019-07-08,P,4
628934,1,2020-03-09,P,159
628934,1,2020-03-16,Q,47
628934,2,2020-03-03,P,3
628934,2,2020-03-10,Q,8
628934,4,2020-03-04,Q,33
628934,5,2020-03-09,P,2
629853,2,2021-05-31,P,521
629932,1,2020-02-19,Q,65
629932,2,,P,173
629932,2,,Q,32
629932,2,,Q,31
629932,3,2020-02-25,Q,91
630595,1,2021-09-15,P,5
630595,1,2021-09-27,P,5
630595,2,2021-09-20,P,3
630627,1,2019-03-29,P,441
631566,2,2020-09-07,P,864
631566,2,2020-09-17,Q,78
631566,3,2020-09-08,P,338
631930,1,2019-05-14,P,468
632019,3,2022-08-31,Q,42
632019,6,2022-08-30,P,4
632462,1,2020-01-06,P,5
632468,1,2020-11-19,P,434
632468,2,2020-11-27,P,928
632916,2,2019-09-24,P,742
633042,1,2023-01-16,P,911
634618,1,2022-05-13,P,658
634618,2,2022-05-30,Q,21
634729,1,2021-03-19,Q,38
634729,1,2021-03-19,Q,39
634729,1,2021-03-19,P,6
635033,1,2020-03-26,P,432
635033,2,2020-03-16,Q,90
635033,3,2020-03-17,P,3
635033,3,2020-03-23,Q,85
635033,4,2020-03-30,P,714
636836,3,2021-07-09,P,1
637002,1,2022-02-09,Q,27
637002,2,2022-02-10,Q,49
637002,2,2022-02-14,P,561
637644,1,2020-07-06,P,418
637888,2,,P,232
638115,1,2019-03-06,Q,3
638115,1,2019-03-07,P,1
638115,2,,Q,53
638115,4,2019-03-15,P,900
638308,1,2023-03-07,Q,31
638308,1,,P,7
638451,2,2022-07-01,Q,97
638891,2,2020-04-07,P,503
638971,1,2022-12-20,Q,64
638971,1,2022-12-26,Q,63
639491,1,2019-11-11,P,158
640662,1,2023-03-16,Q,51
640662,3,2023-03-02,P,2
640662,3,2023-03-07,P,2
640795,1,2021-06-01,P,799
641624,1,2022-01-21,P,895
641624,2,2022-01-13,Q,97
642143,1,2019-04-25,P,679
642361,1,2019-07-22,P,604
642375,2,2020-07-22,P,636
642867,1,2019-11-11,P,403
642867,2,2019-11-05,P,152
642867,2,2019-11-06,P,154
642924,1,2021-02-22,P,1020
642924,1,2021-03-01,P,982
642945,1,2020-04-16,P,1
642945,2,2020-04-20,Q,71
642945,3,2020-04-21,P,2
644058,1,2022-12-30,P,275
644628,2,2019-09-10,P,5
644628,2,2019-09-12,P,5
644628,3,,P,959
644979,1,2021-09-24,P,3
644979,2,2021-09-27,Q,21
646038,3,2021-08-30,Q,43
647045,1,2023-02-01,P,123
647079,1,2021-03-08,P,956
647120,2,2020-01-06,Q,28
647149,1,2021-05-24,P,7
648243,1,,Q,48
648683,1,2019-05-09,P,416
649059,1,2020-10-19,Q,30
649173,1,2020-04-14,P,2
649173,1,2020-04-20,Q,58
649256,1,2022-07-19,Q,78
650955,1,2020-03-10,Q,7
650955,1,2020-03-17,Q,4
650955,2,2020-03-09,P,545
651101,1,2022-12-21,Q,70
651101,1,2022-12-23,P,2
651138,1,2019-04-08,Q,90
651138,1,2019-04-15,P,171
651138,1,2019-04-15,P,175
651442,2,2022-08-01,Q,86
651703,2,2020-12-25,P,998
651801,1,2019-11-01,P,4
651801,1,2019-11-08,P,4
651801,2,2019-10-31,P,6
651801,2,,P,6
651801,3,2019-11-11,P,6
651997,1,2020-07-02,P,2
651997,2,2020-07-14,P,371
651997,3,2020-07-13,Q,31
651997,3,2020-07-13,Q,35
651997,3,2020-07-13,P,5
652018,1,2020-11-03,P,495
652018,1,2020-11-09,P,493
652018,2,2020-11-09,P,78
652394,1,2022-06-01,P,560
652394,2,,P,2
653119,1,2019-05-15,Q,6
653119,2,2019-05-16,P,723
653119,2,2019-05-20,P,710
653344,1,2023-02-08,P,991
653509,1,2019-07-22,P,6
653509,1,2019-07-23,P,6
653509,1,2019-07-24,Q,33
653509,10,2019-07-31,P,467
653509,3,2019-08-01,P,158
653509,5,2019-07-22,P,549
653509,5,2019-07-22,P,535
653509,7,2019-07-19,P,464
653509,7,2019-07-22,Q,95
653509,7,2019-07-22,P,451
653509,8,2019-07-17,Q,50
653509,8,2019-07-23,Q,52
653509,8,2019-07-25,Q,49
653509,9,,P,610
653509,9,,P,608
653685,1,2019-09-02,P,556
653917,1,2022-08-22,Q,83
653951,1,2022-09-13,Q,64
653992,1,2020-07-09,P,1
654084,1,2020-05-12,Q,43
654084,2,2020-05-11,P,615
654084,3,2020-05-08,P,2
654084,3,2020-05-13,P,2
654084,3,2020-05-15,P,2
654271,1,2019-05-06,P,1
654271,2,2019-05-09,P,6
654271,3,2019-05-13,P,1
654470,1,2021-08-09,P,1014
655268,3,2022-09-02,P,4
655466,1,,P,342
655466,2,2020-03-31,Q,93
656389,1,2022-03-14,Q,21
656389,1,2022-03-14,P,2
656728,2,2020-09-14,P,953
656728,2,2020-09-23,P,943
657245,2,2019-08-01,P,575
657245,3,2019-08-06,Q,75
657245,4,2019-08-07,Q,94
657245,4,2019-08-19,P,6
657245,6,2019-08-05,Q,93
657337,1,2020-12-16,P,114
658748,1,2020-04-15,P,5
658750,1,,P,532
658750,2,2022-11-21,P,347
658892,2,2020-03-03,Q,89
659146,1,2021-04-21,Q,81
659146,2,2021-04-09,Q,20
659146,2,2021-04-12,P,3
659146,3,2021-04-12,Q,95
659159,1,2019-02-13,Q,84
659159,4,2019-02-11,P,5
659683,3,2019-04-17,P,5
660357,1,2023-03-06,P,990
660357,1,2023-03-07,Q,57
661104,2,2022-05-04,P,7
661104,2,2022-05-09,P,7
661109,3,2019-09-20,Q,93
661109,4,2019-09-17,Q,10
661968,2,,Q,72
661968,2,,P,726
662371,1,2021-11-25,Q,26
662371,2,2021-12-07,P,78
662371,4,2021-11-26,P,49
662520,1,2019-04-08,P,1
662520,3,2019-04-10,Q,85
662520,4,2019-04-03,Q,101
662520,5,,P,562
662520,5,,P,565
662586,1,2019-03-20,P,7
662586,1,2019-03-20,P,7
662742,3,2019-06-03,Q,58
664051,1,2023-03-06,P,1041
664051,2,2023-03-02,P,433
664838,1,2021-09-27,Q,18
665108,1,2022-10-24,P,3
665714,2,2019-05-20,P,5
665820,2,2022-05-16,P,4
666054,1,2020-11-19,Q,64
666585,2,,Q,31
667113,2,2022-05-02,P,2
667740,1,2019-11-25,Q,75
667819,2,2022-04-20,P,4
667961,2,2022-03-04,Q,62
669153,2,2020-12-29,P,553
669153,3,2020-12-21,P,535
669226,1,2022-06-14,P,1
669605,1,,P,3
669605,5,2020-12-21,P,499
669966,1,2019-03-14,Q,78
670113,2,2019-12-30,Q,69
670113,2,2020-01-02,P,465
672178,1,2019-10-18,P,115
672508,2,2021-12-08,Q,92
672538,1,2020-08-14,Q,74
672597,1,2020-02-19,Q,10
673797,1,2021-12-28,P,556
673797,1,2022-01-10,P,540
673810,1,2021-08-16,P,7
673810,2,,P,173
673810,2,,P,168
673939,1,2019-12-09,P,341
673939,2,2019-12-10,P,5
674681,1,2020-04-06,P,5
674681,2,2020-03-31,P,449
674940,2,2019-11-12,P,630
675183,2,2022-04-19,P,536
675183,3,2022-04-14,P,6
675183,3,2022-04-19,P,6
675623,3,2021-03-16,P,741
675623,3,2021-03-17,Q,37
675777,1,2021-10-04,Q,17
676272,1,,P,3
676329,1,2023-01-30,P,937
676329,1,2023-02-01,Q,50
676329,2,,P,160
676338,2,2019-03-11,P,347
676670,1,2022-08-04,Q,53
676670,1,2022-08-05,Q,49
677988,1,2020-03-13,P,1010
678526,1,2021-11-17,Q,80
678526,1,2021-11-29,P,269
678593,1,2019-10-14,Q,53
678810,1,2020-01-14,P,918
678843,1,2022-12-28,P,3
679879,1,2019-10-29,P,236
679879,2,2019-10-22,Q,83
679987,2,2019-09-09,P,6
680737,1,2023-01-31,P,51
680871,1,2020-07-28,P,114
680871,1,2020-08-03,Q,4
680871,1,2020-08-03,Q,7
680871,2,2020-07-29,Q,12
680871,2,2020-08-03,P,1
680889,1,2022-12-23,P,159
681240,1,2021-05-11,Q,13
681240,1,,P,52
681287,1,2021-09-20,Q,44
681454,1,2020-09-07,Q,63
681454,1,2020-09-11,Q,60
681736,1,2020-03-19,P,514
681736,2,,Q,63
681736,3,2020-03-12,Q,27
682475,1,2022-11-21,P,80
682475,1,2022-11-22,P,78
682475,2,,P,382
682475,2,,P,393
682475,2,,P,381
682841,1,2022-12-12,P,4
682841,1,2022-12-12,P,4
682841,2,2022-12-05,Q,87
682841,2,2022-12-20,Q,88
683008,1,2020-02-24,P,2
683430,1,2022-02-03,Q,103
683430,1,2022-02-07,P,221
683442,3,2019-11-05,Q,80
683467,2,2023-03-06,P,6
683467,2,2023-03-09,P,6
683525,2,2022-11-01,P,5
683550,3,2022-10-19,P,5
683850,3,,Q,17
684503,3,,P,452
684503,3,,Q,16
684503,4,2020-08-10,Q,92
684503,4,2020-08-10,P,5
684503,6,2020-07-30,P,5
684503,6,2020-08-07,Q,86
685010,2,2020-09-24,Q,35
685304,1,,P,702
685304,1,,P,712
685304,1,,P,713
685366,2,2021-10-06,P,465
685366,2,2021-10-11,P,474
685684,1,2022-11-30,Q,1
685684,1,2022-12-05,P,343
685684,2,2022-11-29,Q,32
685684,2,2022-12-05,P,1
685684,2,2022-12-09,P,1
686373,2,2020-05-01,Q,29
686670,1,2021-12-13,P,1
686670,2,2021-12-16,P,2
687658,1,2022-11-07,P,458
688482,1,2020-10-07,Q,42
689097,1,2021-06-09,P,469
689097,3,2021-06-14,Q,58
689097,5,,Q,24
689560,1,2022-11-14,P,627
689804,1,,P,920
689804,1,,P,876
689804,2,2019-05-02,Q,24
689804,3,2019-05-06,P,708
689804,3,2019-05-13,P,699
690058,1,,Q,94
690721,1,2020-01-29,Q,72
690742,1,,P,2
690742,1,,Q,65
691504,2,2019-01-18,P,955
691603,1,2022-01-24,P,579
692287,1,2022-03-17,P,617
692287,1,,P,590
692287,1,,P,595
692760,1,2021-04-26,Q,73
693300,2,2019-09-13,Q,82
693782,1,2019-05-03,P,547
693826,2,2021-03-15,P,592
693826,2,2021-03-22,Q,6
694213,2,,Q,80
694539,1,2020-08-18,P,650
694539,3,2020-08-14,Q,40
694539,3,2020-08-17,P,693
694539,3,2020-08-18,P,702
695782,1,2022-02-02,Q,39
695782,2,,Q,75
695782,2,,P,883
695782,4,2022-02-07,P,3
695782,4,2022-02-09,P,3
695876,1,2019-11-19,Q,49
696246,3,2021-02-16,Q,8
696246,3,2021-02-17,P,6
696319,2,2019-05-14,P,509
696319,2,2019-05-20,P,504
696319,2,2019-05-27,Q,71
696379,3,2020-12-09,P,2
696701,1,2021-03-05,Q,65
696701,1,2021-03-11,Q,68
696701,2,2021-03-11,P,159
696762,1,,P,372
696762,2,2022-11-15,P,3
696762,2,2022-11-17,Q,67
697738,1,2021-12-01,P,647
698028,1,,P,1013
698028,3,2022-05-02,Q,37
698028,3,2022-05-03,Q,32
698028,4,2022-05-20,P,1029
698218,2,2019-03-05,P,579
698218,2,2019-03-07,P,620
698218,2,2019-03-11,P,596
699792,1,2021-03-01,P,5
700430,1,2020-06-08,P,6
700464,1,2021-06-07,P,5
700739,1,2021-01-14,Q,65
700950,2,,Q,73
701993,2,,Q,1
701993,3,2019-12-16,P,86
702224,1,2019-01-28,P,867
702465,1,2019-08-19,Q,91
703342,2,2021-01-18,P,118
703418,2,2019-09-12,Q,79
703418,2,2019-09-16,P,678
703418,2,2019-09-16,P,701
703455,1,2020-04-17,P,635
704232,2,2022-02-28,Q,71
704443,1,2022-07-22,P,920
704443,1,2022-08-01,Q,61
704776,1,2022-10-17,P,973
705053,1,2021-01-06,Q,46
705053,3,,P,126
705439,2,2022-09-06,Q,2
705595,1,2019-04-01,P,729
706022,1,,Q,40
706022,1,,P,1
706065,1,,P,823
706065,3,2019-07-22,P,715
706065,3,2019-07-26,P,712
706065,3,2019-07-29,Q,36
706065,3,2019-08-01,Q,39
706164,1,,P,6
706284,1,2020-07-24,P,2
706727,1,2020-09-09,P,232
706727,3,2020-08-24,P,1
706727,3,2020-08-31,P,1
706846,1,,P,1
706848,3,2021-05-17,P,4
707525,1,2021-01-11,P,864
707636,6,2020-11-03,Q,46
707773,1,2021-06-23,P,6
708025,1,2019-09-02,Q,28
708025,1,2019-09-09,Q,28
708025,1,2019-09-09,P,1006
708025,1,2019-09-10,Q,31
708025,1,2019-09-12,P,1015
708925,1,2021-04-13,P,2
709398,1,,P,573
709398,1,,Q,41
709451,2,2021-05-03,Q,3
709451,2,2021-05-07,Q,4
709871,1,2019-07-01,P,553
710375,2,2020-06-08,P,117
710460,1,2023-02-20,P,2
710460,1,,P,2
711457,2,2022-05-16,P,1
711678,1,2020-02-10,P,6
711678,2,2020-02-07,Q,96
712273,2,2022-11-07,P,189
712377,2,2020-03-26,P,919
712431,1,2021-05-04,P,6
712431,1,2021-05-10,P,6
712431,3,2021-05-03,P,6
712463,1,2019-12-17,Q,30
712590,1,,P,434
712590,1,,P,446
712590,1,,Q,23
712590,2,2021-10-04,P,5
713102,1,2021-11-15,P,123
713260,1,,P,622
714007,1,2020-10-27,Q,59
714007,1,2020-10-30,P,7
714041,1,2022-10-07,P,386
714194,2,2022-04-18,Q,45
714194,2,2022-04-26,P,587
714376,1,2019-09-12,P,2
714376,1,2019-09-23,Q,15
714979,1,2019-07-15,P,7
714979,1,2019-07-17,P,7
714979,3,2019-07-18,Q,23
714979,4,2019-07-19,P,4
714979,4,2019-07-19,P,4
715017,1,2019-08-05,Q,4
715017,1,2019-08-12,P,598
715017,2,,Q,70
715070,2,2020-08-19,Q,46
715070,3,2020-08-24,Q,64
715070,4,2020-08-26,Q,57
715581,2,2021-03-29,Q,92
715581,2,2021-04-05,P,981
715581,2,2021-04-05,P,957
716274,1,2019-10-07,Q,10
716274,2,2019-10-07,P,323
716274,2,2019-10-17,P,324
716716,1,2020-03-23,P,3
716716,2,2020-03-18,Q,76
716716,3,2020-03-06,P,615
716716,4,2020-03-09,P,579
716716,4,2020-03-23,P,559
716716,5,2020-03-09,P,7
716716,5,2020-03-09,P,7
716716,6,2020-03-13,Q,68
716745,2,2022-10-05,Q,69
716869,1,,P,1
716980,1,2020-06-23,Q,43
716980,1,2020-06-29,P,1
717898,2,2022-07-22,P,445
717898,2,2022-07-28,P,447
717918,1,2019-07-29,P,151
718188,1,,P,940
718188,1,,Q,3
718218,1,2020-12-15,P,519
718581,1,2019-08-02,P,968
718581,1,,Q,36
719114,2,,Q,36
719151,3,2019-09-05,P,3
719151,4,2019-08-29,P,446
720152,1,2021-04-13,P,679
720152,2,2021-04-12,Q,96
720172,4,2019-09-23,P,395
720707,1,2022-09-05,P,205
720769,4,,P,82
721366,1,2021-04-13,P,440
721890,3,2020-02-04,P,243
721939,2,,Q,43
721939,2,,Q,50
721939,4,2019-07-08,P,436
721939,4,2019-07-12,Q,86
722487,1,2020-04-20,P,3
723041,2,2022-01-06,P,426
723215,2,2023-01-02,P,631
723215,2,2023-01-03,P,624
723299,2,2022-10-03,P,1026
724076,2,2019-07-23,P,850
724076,3,2019-07-18,Q,52
724076,3,2019-07-22,P,3
724076,4,,Q,57
724076,4,,P,379
724076,5,2019-07-16,P,221
724123,2,2022-06-13,P,4
724843,1,2019-03-20,Q,62
726073,3,2019-10-25,Q,29
726073,4,2019-10-30,Q,18
726634,1,2020-09-28,P,1
726634,1,2020-09-30,P,1
727355,1,2019-08-01,Q,15
727448,2,2019-01-31,P,6
727895,1,,Q,4
727895,2,,Q,80
727895,3,2022-02-11,P,347
727919,1,2019-10-28,Q,71
727919,1,2019-10-28,P,665
728304,1,2021-05-20,P,593
728469,1,2021-10-15,P,716
728670,1,2019-06-25,P,428
728670,2,2019-06-26,P,589
729042,1,2022-10-19,P,2
729151,1,2022-02-28,P,3
729689,1,2019-06-24,P,7
729689,2,2019-06-11,P,2
729689,3,2019-06-12,P,307
730001,2,2022-05-23,Q,12
730337,1,,P,6
730665,1,2023-02-10,P,759
730964,1,2022-01-27,P,6
730964,2,2022-01-28,P,1
730964,2,2022-01-31,P,1
730964,2,2022-02-01,P,1
731215,1,2019-12-02,Q,26
731354,2,2019-04-05,Q,88
731524,1,2021-07-07,P,7
731524,2,2021-07-02,P,452
731524,2,,P,453
731581,1,2022-07-05,Q,16
731581,1,2022-07-12,P,2
731581,2,2022-07-11,P,5
731730,1,2019-10-07,P,619
731730,1,2019-10-15,Q,76
732015,1,2019-01-25,P,437
732015,1,2019-01-28,P,449
732103,2,,P,314
732481,1,,Q,63
732481,1,,P,1
732481,2,,Q,56
732481,4,2019-09-09,P,6
732494,1,2020-06-29,P,926
733238,3,2021-08-09,P,7
733415,5,2023-02-13,Q,81
733568,1,,P,656
733891,3,2022-07-01,P,133
733985,2,2021-07-13,P,5
733996,1,2020-09-03,Q,88
734497,1,2021-01-05,P,1
734648,1,2020-03-02,Q,90
734648,1,2020-03-04,Q,94
734648,2,2020-03-05,Q,59
734673,3,2020-08-31,P,5
734706,1,2021-05-10,P,2
736734,1,2022-07-29,Q,76
736734,2,2022-07-28,Q,87
736734,2,2022-07-28,P,438
736734,3,2022-08-02,P,381
736734,4,2022-08-01,P,454
736770,1,2019-11-28,Q,2
736853,1,2020-05-28,Q,55
737135,1,2022-05-19,Q,78
737270,2,2021-09-10,Q,24
737281,1,2021-01-06,P,461
737975,1,2019-04-16,P,735
737975,2,2019-04-09,P,6
738096,1,2022-04-20,Q,42
738096,1,2022-04-25,P,509
738676,1,2022-06-10,P,153
738676,1,2022-06-13,Q,4
738676,1,2022-06-20,P,160
738676,2,2022-06-13,P,5
738676,3,2022-06-17,P,609
738676,3,2022-06-17,P,629
738676,4,2022-06-27,Q,90
738676,4,2022-06-27,P,501
738757,2,2021-04-12,P,5
738757,2,2021-04-13,P,5
738828,1,2020-02-17,Q,2
738828,1,2020-02-17,P,5
739101,1,2023-01-20,P,4
740276,1,2023-02-20,P,717
740510,1,2022-03-21,P,822
740510,1,2022-03-24,Q,40
740510,2,2022-03-23,Q,70
740510,2,2022-03-23,P,746
740797,1,2022-08-25,P,7
741472,1,2020-05-11,Q,47
741472,1,2020-05-11,P,5
741472,1,2020-05-12,Q,49
741931,1,2022-07-13,P,2
741931,1,2022-07-19,Q,78
742186,1,2022-07-04,P,618
742270,3,2021-10-04,P,694
742891,1,,Q,30
742891,1,,P,974
742891,2,2022-10-18,P,1032
742891,2,2022-10-21,P,998
742891,2,2022-10-27,P,1071
743106,1,,P,541
743124,1,2021-01-08,P,571
743124,7,2020-12-30,P,797
743303,1,2022-03-03,P,2
743667,1,2021-10-25,P,662
744245,2,2020-07-23,P,835
744245,2,2020-07-27,Q,48
745527,1,2020-09-07,P,610
745949,2,2020-09-03,P,965
745955,1,,Q,20
745955,2,2022-08-22,Q,77
745955,2,2022-08-22,P,1
746636,1,2022-06-16,P,475
746636,1,2022-06-27,Q,63
746640,1,2020-03-19,P,1
746811,1,2021-11-30,Q,57
747235,1,2019-12-23,P,4
747235,2,2019-12-30,P,6
747440,1,2021-07-15,P,7
747812,1,2022-05-10,P,399
747812,1,2022-05-11,Q,55
747925,2,2021-08-30,P,762
748805,2,2023-01-02,P,613
748805,2,2023-01-02,P,591
748805,5,2023-01-02,Q,15
748881,2,2021-04-20,Q,1
749143,2,,P,5
749143,3,2022-03-25,Q,46
749700,1,2021-02-22,Q,21
749700,2,2021-02-22,P,1
749700,3,2021-02-24,P,1
749700,3,2021-02-26,P,1
749700,3,2021-03-01,P,1
750006,2,2020-01-03,P,3
750006,2,2020-01-10,P,3
750006,3,2019-12-31,P,5
750006,3,2020-01-06,Q,13
750006,3,2020-01-06,P,5
750150,1,,P,636
750150,2,2019-03-04,P,337
750468,1,2019-08-26,Q,23
750468,1,2019-08-27,Q,22
750468,2,,P,5
750468,3,,Q,49
750502,1,2020-02-07,Q,13
750502,2,2020-01-31,P,656
750502,2,2020-02-04,P,685
750502,3,,Q,87
750502,4,2020-02-03,Q,55
750502,4,2020-02-04,P,154
750678,1,2022-09-26,P,4
751162,1,,Q,93
751162,1,,P,533
751498,2,2019-06-27,P,607
751498,2,2019-07-11,Q,43
751545,1,2019-06-24,Q,6
751545,2,2019-06-19,P,577
751622,1,,Q,85
752179,1,2020-09-21,Q,95
752179,2,2020-09-24,P,273
752214,1,2019-08-06,P,366
752612,1,,P,1
752878,1,2021-03-08,P,1
752878,1,2021-03-11,P,1
752878,2,,P,355
753121,1,2022-02-21,Q,63
753479,1,,Q,34
753695,1,2023-02-23,P,7
753706,1,2019-06-28,P,576
755312,1,2019-10-25,P,7
756762,2,2021-12-13,P,3
757939,1,2021-04-14,P,3
758060,2,2019-02-14,Q,88
758464,1,2020-05-29,P,1008
758756,2,2020-06-29,P,7
759293,1,2021-07-28,P,6
759293,1,2021-08-04,Q,8
759424,1,2020-03-27,P,7
759424,1,2020-03-31,Q,84
759424,3,2020-04-01,Q,37
759424,4,,P,138
759472,1,2022-03-28,P,5
759624,2,,P,747
759770,2,2023-02-17,P,6
759770,2,2023-02-22,P,6
760275,1,2021-07-30,P,7
760930,3,2021-03-29,P,5
761452,1,2021-05-03,P,152
763718,1,2019-08-26,P,617
764938,1,2019-10-07,Q,24
765277,2,2021-11-24,P,436
765499,1,2019-05-31,P,389
765499,1,,P,376
765712,1,2021-08-09,P,1000
765712,1,2021-08-16,Q,49
765712,2,2021-08-17,Q,40
766200,2,,P,635
766264,2,2022-04-18,Q,54
766264,2,2022-04-25,Q,56
767439,1,,P,153
767439,1,,P,154
767439,2,2022-08-08,Q,48
767439,2,2022-08-09,P,857
767810,1,2021-08-04,P,4
767810,1,2021-08-12,P,4
768011,2,2022-07-28,Q,62
768088,1,2021-03-26,P,3
768332,1,2019-03-04,Q,88
768800,1,,P,396
769544,1,2022-05-26,Q,43
769544,1,2022-06-01,Q,42
771348,1,2019-05-09,Q,6
771348,3,2019-05-20,Q,23
771348,3,2019-05-20,P,884
771529,1,2020-03-31,P,5
771529,1,2020-04-06,Q,87
771536,1,2019-07-24,P,394
771536,2,2019-07-15,P,527
771846,1,2019-03-12,Q,71
771846,1,2019-03-14,Q,69
771846,2,,P,260
771855,1,,P,54
771855,2,2022-04-05,P,5
771855,3,2022-04-06,Q,20
771855,3,2022-04-07,Q,23
772538,2,,Q,62
772538,2,,P,599
772538,3,2020-08-06,P,503
772602,3,2019-04-11,P,137
773051,1,2020-11-25,P,3
773051,2,2020-11-24,Q,67
773432,1,2020-03-09,P,639
773750,1,2022-05-09,P,1
774185,1,2020-02-19,P,468
774185,2,2020-02-17,Q,80
774185,3,2020-02-19,Q,4
774518,3,2020-03-09,P,989
774921,1,2020-11-16,P,507
774921,2,2020-11-16,P,6
774921,3,2020-11-13,Q,20
776378,1,2022-07-15,P,1
776378,2,2022-07-18,P,4
776378,2,2022-07-19,Q,92
776378,2,2022-07-20,P,4
776378,3,2022-07-22,P,5
776378,3,2022-07-25,Q,9
776593,1,2022-07-18,P,1035
778918,2,2021-11-18,P,1
780001,1,2019-05-27,P,6
780555,3,2021-09-10,P,175
780638,3,2020-03-16,P,159
781162,1,2022-04-25,Q,78
781162,1,2022-04-25,P,875
781196,2,2022-07-14,Q,32
781646,1,2020-04-16,Q,56
781646,2,,Q,44
781646,2,,P,158
781646,2,,P,161
781646,2,,P,162
782073,1,2023-01-16,P,4
782073,3,2023-01-16,P,161
782073,3,2023-01-20,P,157
782156,4,2020-03-11,Q,59
782156,4,2020-03-11,P,2
782156,4,2020-03-12,P,2
782156,4,2020-03-26,P,2
782161,1,2022-08-04,P,5
782161,2,,P,79
782161,2,,Q,87
782562,1,2022-05-02,P,4
783603,1,2021-12-23,Q,46
783603,1,2022-01-03,P,1
783603,2,2021-12-28,P,4
783603,3,2022-01-05,P,166
783759,1,2022-12-12,Q,53
783759,2,2022-12-12,P,701
783759,5,2022-12-06,P,1
783759,5,2022-12-12,P,1
783786,1,2019-10-07,Q,29
783791,1,2019-05-06,Q,69
784404,2,2019-04-12,P,5
784479,1,2022-01-26,Q,93
784537,2,2023-02-14,P,2
784825,1,2021-06-01,P,82
784825,2,2021-06-09,P,842
785062,2,2020-05-20,Q,47
785529,1,,Q,83
785529,1,,P,7
785866,1,2021-04-21,P,714
787035,4,2020-11-27,Q,51
787923,2,2020-11-11,P,546
788097,1,,P,219
788519,2,2020-11-02,Q,3
788519,3,2020-10-29,Q,66
788519,4,2020-10-27,P,861
788685,1,2022-11-14,Q,4
788756,1,,P,238
789732,1,2020-06-24,Q,71
790257,2,2019-08-27,P,6
790288,1,2020-10-15,P,6
790288,1,,P,6
790288,1,,P,6
790388,2,2021-11-22,P,2
791322,1,2022-07-12,Q,46
791322,2,2022-07-11,P,7
792367,2,2020-05-25,Q,59
792367,2,2020-05-25,P,720
792367,2,2020-06-01,P,745
792367,2,2020-06-01,P,748
792940,1,,Q,41
792940,1,,P,904
792940,2,2021-02-15,Q,61
792940,2,2021-02-15,P,1
793463,1,2021-08-02,P,7
793463,3,,P,665
793602,1,2019-03-27,Q,49
794568,1,2019-12-02,P,625
794568,1,2019-12-09,Q,64
794675,2,2021-07-13,Q,89
794675,3,2021-07-12,P,6
794720,1,,Q,73
794720,1,,Q,77
795228,1,2019-07-29,P,602
795230,2,2022-10-28,P,239
795326,1,2022-10-13,P,6
795564,1,2020-06-16,Q,80
795564,3,2020-06-19,P,3
795564,3,2020-06-22,P,3
796637,1,,Q,25
796637,2,2020-02-05,P,941
796637,3,2020-02-14,Q,13
796966,1,2019-09-25,Q,48
797341,1,2020-06-15,Q,3
798250,1,2019-09-30,Q,64
798313,1,2021-02-18,Q,10
798313,2,,P,1
798313,3,2021-02-15,Q,69
798313,3,2021-02-22,P,2
798313,4,2021-02-11,P,121
798669,1,,P,565
798860,1,,P,5
798860,1,,P,5
798860,2,2022-06-09,Q,23
798860,2,,P,569
