WERKS,BELNR,BLDAT,BUDAT,BPDAT,EREKZ,LIFNR,BLOCK,RLOCK
US10,6112871,2022-10-17,2022-11-07,2022-10-24,x,50759436,,
JP11,5434516,2022-10-17,2022-11-07,2022-11-03,x,35101221,,
US10,8018751,2022-10-17,2022-11-07,2022-11-10,x,32952574,,
JP11,5396866,2022-10-17,2022-11-07,2022-10-26,x,41420829,,
JP11,7815908,2022-10-17,2022-11-07,2022-10-31,x,50759436,,
JP11,6815912,2022-10-17,2022-11-07,2022-10-20,x,30003467,,
DE10,8106723,2022-10-17,2022-11-07,2022-10-24,x,32519746,,
CN10,7024709,2022-10-03,2022-10-24,2022-10-12,x,74997556,,
BR10,7234699,2022-10-17,2022-11-07,2022-10-27,x,30002348,,
DE10,6263383,2022-10-26,2022-11-16,2022-11-11,x,30002348,,
CN10,9275787,2022-10-26,2022-11-16,2022-11-03,x,43088822,,
BR10,8341758,2022-10-26,2022-11-16,2022-11-02,x,35101221,,
CN10,8829666,2022-10-26,2022-11-16,2022-11-14,x,30003467,,
CN10,5013678,2022-10-26,2022-11-16,2022-11-09,x,30002348,,
JP11,9424457,2022-10-26,2022-11-16,2022-11-01,x,30003467,,
BR10,5649898,2022-10-26,2022-11-16,2022-11-08,x,41420829,,
US10,8911696,2022-10-26,2022-11-16,2022-11-28,x,50759436,,
JP11,6929567,2022-10-26,2022-11-16,2022-11-08,x,32519746,,
BR10,5939866,2022-10-26,2022-11-16,2022-11-18,x,50759436,,
JP11,5977432,2022-10-26,2022-11-16,2022-11-08,x,73419740,,
BR10,7866065,2022-10-26,2022-11-16,2022-11-21,x,73419740,,
BR10,8460421,2022-10-26,2022-11-16,2022-11-14,x,30002348,,
IN10,5868514,2022-10-10,2022-10-31,2022-11-03,x,55553693,2022-10-17,2022-10-27
CN10,8951132,2022-10-26,2022-11-16,2022-11-21,x,48114031,,
US10,6536619,2022-10-26,2022-11-16,2022-11-17,x,35101221,2022-10-31,2022-11-09
BR10,5197895,2022-10-26,2022-11-16,2022-11-18,x,30003467,,
DE10,7412705,2022-10-26,2022-11-16,2022-11-02,x,50759436,,
DE10,7982738,2022-10-26,2022-11-16,2022-11-11,x,30003467,,
DE10,8771470,2022-10-26,2022-11-16,2022-11-01,x,43088822,,
DE10,9094763,2022-10-26,2022-11-16,2022-11-02,x,74997556,,
IN10,5169081,2022-10-26,2022-11-16,2022-11-04,x,30002348,2022-10-31,2022-11-03
DE10,7574953,2022-10-26,2022-11-16,2022-11-03,x,32519746,,
IN10,8392183,2022-10-26,2022-11-16,2022-11-01,x,30003467,,
BR10,7805097,2022-10-26,2022-11-16,2022-10-31,x,38334498,,
DE10,8229180,2022-10-26,2022-11-16,2022-11-11,x,70920548,,
DE10,8735181,2022-10-26,2022-11-16,2022-11-08,x,48114031,,
DE10,6662663,2022-10-26,2022-11-16,2022-11-15,x,35101221,,
CN10,6079444,2022-10-26,2022-11-16,2022-11-10,x,50759436,,
JP11,6526608,2022-10-26,2022-11-16,2022-11-09,x,43088822,,
JP11,6677131,2022-11-01,2022-11-22,2022-11-03,x,50759436,,
JP11,9337527,2022-10-25,2022-11-15,2022-11-18,x,48114031,,
JP11,8047752,2022-11-01,2022-11-22,2022-11-21,x,30003467,2022-11-07,2022-11-17
JP11,5898863,2022-11-01,2022-11-22,2022-11-10,x,30002348,,
DE10,8000914,2022-11-01,2022-11-22,2022-11-17,x,30002348,,
JP11,8618237,2022-10-17,2022-11-07,2022-10-17,x,41420829,,
US10,7931749,2022-11-01,2022-11-22,2022-11-21,x,30002348,,
CN10,6458561,2022-10-25,2022-11-15,2022-11-09,x,32519746,,
IN10,8356110,2022-10-14,2022-11-04,2022-10-27,x,30003467,,
BR10,7176892,2022-11-01,2022-11-22,2022-11-22,x,74997556,,
BR10,4981351,2022-11-01,2022-11-22,2022-11-15,x,30003467,,
BR10,5812549,2022-11-01,2022-11-22,2022-11-14,x,30002348,,
BR10,7780106,2022-11-01,2022-11-22,2022-11-04,x,53847241,,
CN10,8818173,2022-10-20,2022-11-10,2022-10-27,x,35101221,,
BR10,9392743,2022-11-01,2022-11-22,2022-11-08,x,50759436,,
BR10,7953574,2022-10-25,2022-11-15,2022-10-28,x,78411205,,
BR10,5180294,2022-11-01,2022-11-22,2022-11-17,x,48114031,2022-11-04,2022-11-08
IN10,7476448,2022-10-20,2022-11-10,2022-11-11,x,32519746,,
US10,6156078,2022-11-01,2022-11-22,2022-11-18,x,30003467,,
IN10,5196902,2022-11-01,2022-11-22,2022-11-02,x,38334498,,
IN10,8493936,2022-11-01,2022-11-22,2022-11-17,x,47017350,,
IN10,7178896,2022-11-01,2022-11-22,2022-11-25,x,74997556,,
US10,5720376,2022-11-01,2022-11-22,2022-11-25,x,43088822,,
BR10,8911374,2022-11-09,2022-11-30,2022-11-28,x,74997556,,
BR10,8604185,2022-11-09,2022-11-30,2022-11-24,x,30002348,,
CN10,6867871,2022-11-09,2022-11-30,2022-11-30,x,30003467,,
DE10,4937348,2022-11-09,2022-11-30,2022-11-29,x,32519746,,
DE10,6459226,2022-11-09,2022-11-30,2022-11-28,x,34702906,,
CN10,9021968,2022-11-09,2022-11-30,2022-11-21,x,34702906,,
CN10,8168481,2022-11-09,2022-11-30,2022-11-25,x,35101221,,
US10,7417254,2022-11-09,2022-11-30,2022-12-06,x,30002348,,
US10,7967035,2022-11-09,2022-11-30,2022-11-25,x,48114031,,
DE10,8558393,2022-11-09,2022-11-30,2022-11-16,x,48114031,,
IN10,8209931,2022-11-09,2022-11-30,2022-12-08,x,30002348,,
IN10,8134994,2022-11-09,2022-11-30,2022-11-21,x,41420829,,
IN10,6325070,2022-11-09,2022-11-30,2022-11-15,x,32952574,,
IN10,8967475,2022-11-09,2022-11-30,2022-11-30,x,32519746,,
BR10,7853884,2022-11-09,2022-11-30,2022-11-29,x,30003467,,
IN10,8480876,2022-11-09,2022-11-30,2022-11-18,x,48114031,,
CN10,5914842,2022-11-09,2022-11-30,2022-11-21,x,38334498,2022-11-11,2022-11-15
JP11,5421035,2022-11-09,2022-11-30,2022-11-15,x,30002348,,
CN10,8631058,2022-11-09,2022-11-30,2022-11-28,x,43088822,2022-11-11,2022-11-18
BR10,8429731,2022-11-09,2022-11-30,2022-11-15,x,32519746,,
CN10,9018357,2022-11-01,2022-11-22,2022-11-16,x,32519746,,
CN10,6213847,2022-11-09,2022-11-30,2022-11-18,x,30002348,,
JP11,8998647,2022-11-09,2022-11-30,2022-11-17,x,48114031,,
JP11,8569208,2022-11-09,2022-11-30,2022-11-22,x,41420829,,
JP11,5832916,2022-11-09,2022-11-30,2022-11-17,x,30003467,,
CN10,8328859,2022-11-09,2022-11-30,2022-11-17,x,70920548,,
BR10,7104593,2022-11-15,2022-12-06,2022-12-02,x,43088822,,
BR10,8852286,2022-11-15,2022-12-06,2022-12-08,x,50759436,,
BR10,9559249,2022-11-15,2022-12-06,2022-12-02,x,41420829,,
BR10,7357436,2022-11-15,2022-12-06,2022-11-24,x,70920548,,
BR10,5175995,2022-11-15,2022-12-06,2022-11-30,x,30003467,,
BR10,7429121,2022-11-15,2022-12-06,2022-12-09,x,30002348,,
BR10,6792516,2022-11-15,2022-12-06,2022-11-21,x,32519746,,
BR10,6458140,2022-11-15,2022-12-06,2022-11-17,x,48114031,,
CN10,5283701,2022-11-15,2022-12-06,2022-11-30,x,30003467,,
CN10,7318641,2022-11-15,2022-12-06,2022-11-24,x,30002348,,
JP11,5599966,2022-11-15,2022-12-06,2022-11-24,x,30003467,,
CN10,6209798,2022-11-15,2022-12-06,2022-11-29,x,48114031,,
IN10,9669121,2022-11-02,2022-11-23,2022-11-16,x,32519746,,
IN10,9514885,2022-11-15,2022-12-06,2022-12-02,x,30002348,2022-11-21,2022-11-29
IN10,5781855,2022-10-28,2022-11-18,2022-11-07,x,30003467,,
IN10,6358106,2022-10-27,2022-11-17,2022-11-02,x,34702906,,
IN10,7396455,2022-11-15,2022-12-06,2022-11-24,x,43088822,,
US10,8918959,2022-11-15,2022-12-06,2022-11-23,x,32952574,,
US10,9280473,2022-11-15,2022-12-06,2022-11-30,x,30002348,,
DE10,6614220,2022-11-15,2022-12-06,2022-11-29,x,48114031,,
DE10,8936907,2022-11-15,2022-12-06,2022-12-13,x,30002348,,
JP11,6224606,2022-11-15,2022-12-06,2022-11-28,x,32952574,2022-11-16,2022-11-25
DE10,9107010,2022-11-15,2022-12-06,2022-11-25,x,34702906,,
CN10,6702464,2022-11-15,2022-12-06,2022-11-17,x,34702906,,
DE10,8038267,2022-11-15,2022-12-06,2022-11-25,x,30003467,,
DE10,6293859,2022-11-15,2022-12-06,2022-11-24,x,43088822,,
JP11,5346569,2022-11-15,2022-12-06,2022-11-21,x,30002348,,
DE10,4955402,2022-11-15,2022-12-06,2022-12-06,x,70920548,,
DE10,6646458,2022-11-15,2022-12-06,2022-11-23,x,74997556,,
DE10,5340259,2022-11-15,2022-12-06,2022-12-05,x,49330617,,
DE10,7792854,2022-11-21,2022-12-12,2022-12-02,x,30003467,,
IN10,6055326,2022-11-21,2022-12-12,2022-12-06,x,30002348,,
IN10,7948608,2022-11-21,2022-12-12,2022-12-09,x,30003467,,
IN10,5047851,2022-11-21,2022-12-12,2022-11-24,x,34702906,,
IN10,7856201,2022-11-21,2022-12-12,2022-12-12,x,38334498,,
DE10,9219733,2022-11-21,2022-12-12,2022-12-05,x,30002348,,
DE10,7953043,2022-11-21,2022-12-12,2022-11-30,x,43088822,,
DE10,6685566,2022-11-21,2022-12-12,2022-12-09,x,41420829,,
BR10,5012849,2022-11-21,2022-12-12,2022-11-29,x,30002348,,
BR10,8427068,2022-11-21,2022-12-12,2022-12-13,x,30003467,,
US10,7431206,2022-11-21,2022-12-12,2022-11-30,x,30003467,,
JP11,6487971,2022-11-21,2022-12-12,2022-12-07,x,30002348,,
JP11,6103221,2022-11-21,2022-12-12,2022-12-05,x,43088822,,
JP11,5272920,2022-11-21,2022-12-12,2022-12-09,x,32952574,2022-11-28,2022-12-05
JP11,6550391,2022-11-21,2022-12-12,2022-12-07,x,34702906,,
BR10,6248650,2022-11-21,2022-12-12,2022-12-05,x,38334498,,
CN10,5946732,2022-11-21,2022-12-12,2022-12-08,x,30003467,,
CN10,7927520,2022-11-21,2022-12-12,2022-11-25,x,32519746,,
US10,9100144,2022-11-21,2022-12-12,2022-12-02,x,35101221,,
CN10,7862529,2022-11-21,2022-12-12,2022-12-06,x,50759436,,
CN10,7381979,2022-11-21,2022-12-12,2022-12-02,x,30002348,,
CN10,9147403,2022-11-21,2022-12-12,2022-11-25,x,43088822,,
BR10,8130738,2022-11-30,2022-12-21,2022-12-12,x,35101221,,
BR10,5959485,2022-11-30,2022-12-21,2022-12-19,x,30003467,,
BR10,5277827,2022-11-30,2022-12-21,2022-12-07,x,74997556,,
US10,9612945,2022-11-30,2022-12-21,2022-12-13,x,30003467,,
US10,5930512,2022-11-30,2022-12-21,2022-12-19,x,30002348,,
US10,5092555,2022-11-30,2022-12-21,2022-12-16,x,35101221,,
JP11,8973019,2022-11-30,2022-12-21,2022-12-08,x,48114031,,
BR10,5500877,2022-11-30,2022-12-21,2022-12-22,x,50759436,,
US10,6125309,2022-11-30,2022-12-21,2022-12-15,x,78411205,,
BR10,6296094,2022-11-30,2022-12-21,2022-12-21,x,30002348,,
DE10,7482747,2022-11-30,2022-12-21,2022-12-14,x,32519746,,
DE10,9694912,2022-11-30,2022-12-21,2022-12-12,x,47017350,,
DE10,5222735,2022-11-30,2022-12-21,2022-12-19,x,43088822,,
DE10,7018862,2022-11-30,2022-12-21,2022-12-06,x,30002348,,
DE10,8037361,2022-11-30,2022-12-21,2022-12-05,x,32952574,,
DE10,8927836,2022-11-30,2022-12-21,2022-12-05,x,73419740,,
US10,9562736,2022-11-30,2022-12-21,2022-12-14,x,50759436,,
US10,6445273,2022-11-30,2022-12-21,2022-12-08,x,70920548,,
DE10,6069385,2022-11-30,2022-12-21,2022-12-13,x,74997556,,
IN10,8079974,2022-11-30,2022-12-21,2022-12-09,x,30002348,2022-12-05,2022-12-07
JP11,6845004,2022-11-30,2022-12-21,2022-12-02,x,50759436,,
CN10,9510466,2022-11-30,2022-12-21,2022-12-19,x,30003467,,
CN10,6531257,2022-11-30,2022-12-21,2022-12-12,x,30002348,,
CN10,5796533,2022-11-30,2022-12-21,2022-12-16,x,32952574,,
CN10,7293796,2022-11-30,2022-12-21,2022-12-13,x,34702906,,
CN10,8218773,2022-11-30,2022-12-21,2022-12-21,x,35101221,,
CN10,7921646,2022-11-30,2022-12-21,2022-12-14,x,50759436,,
IN10,5175562,2022-11-21,2022-12-12,2022-12-13,x,30003467,,
IN10,7065920,2022-11-30,2022-12-21,2022-12-20,x,50759436,,
IN10,6865103,2022-11-18,2022-12-09,2022-12-08,x,48114031,,
IN10,8671469,2022-11-25,2022-12-16,2022-12-01,x,41420829,,
IN10,9073736,2022-11-30,2022-12-21,2022-12-14,x,43088822,,
JP11,8981766,2022-11-30,2022-12-21,2022-12-05,x,32519746,,
BR10,5377163,2022-11-30,2022-12-21,2022-12-28,x,53847241,,
JP11,7609912,2022-11-30,2022-12-21,2022-12-21,x,30003467,,
JP11,9021658,2022-11-30,2022-12-21,2022-12-07,x,30002348,,
BR10,7711015,2022-11-30,2022-12-21,2022-12-20,x,48114031,,
BR10,8712936,2022-11-30,2022-12-21,2022-12-26,x,32519746,,
US10,7741833,2022-12-07,2022-12-28,2022-12-19,x,35101221,,
US10,9508389,2022-12-07,2022-12-28,2022-12-16,x,30002348,,
US10,6531128,2022-12-07,2022-12-28,2022-12-16,x,30003467,,
US10,8070292,2022-12-07,2022-12-28,2022-12-20,x,32519746,,
US10,5547559,2022-12-07,2022-12-28,2022-12-30,x,32952574,,
IN10,5021300,2022-11-28,2022-12-19,2022-12-14,x,43088822,2022-12-05,2022-12-13
US10,5842976,2022-12-07,2022-12-28,2022-12-27,x,74997556,,
IN10,7578316,2022-12-07,2022-12-28,2022-12-14,x,35101221,,
BR10,9235091,2022-12-07,2022-12-28,2022-12-13,x,78411205,,
IN10,6364041,2022-12-07,2022-12-28,2022-12-09,x,30003467,,
IN10,8857830,2022-11-21,2022-12-12,2022-12-05,x,30002348,2022-11-23,2022-11-28
IN10,5667192,2022-12-07,2022-12-28,2022-12-26,x,48114031,2022-12-12,2022-12-19
IN10,5034466,2022-11-17,2022-12-08,2022-11-23,x,53847241,,
CN10,8257201,2022-12-07,2022-12-28,2023-01-04,x,34702906,,
CN10,8205434,2022-12-07,2022-12-28,2022-12-20,x,35101221,,
JP11,7209349,2022-12-07,2022-12-28,2022-12-09,x,32519746,,
JP11,9001676,2022-12-07,2022-12-28,2022-12-26,x,30003467,2022-12-19,2022-12-20
DE10,9564421,2022-12-07,2022-12-28,2022-12-26,x,43088822,,
JP11,7800087,2022-12-07,2022-12-28,2022-12-09,x,48114031,,
JP11,8387503,2022-12-07,2022-12-28,2022-12-19,x,30002348,,
JP11,7854355,2022-12-07,2022-12-28,2022-12-20,x,50759436,,
BR10,8445156,2022-12-07,2022-12-28,2022-12-12,x,30003467,,
DE10,5382044,2022-12-07,2022-12-28,2022-12-20,x,48114031,,
DE10,7396529,2022-12-07,2022-12-28,2022-12-09,x,30003467,,
DE10,5288771,2022-12-07,2022-12-28,2022-12-21,x,70920548,,
BR10,9709020,2022-12-07,2022-12-28,2022-12-14,x,74997556,,
BR10,8125740,2022-12-07,2022-12-28,2023-01-02,x,43088822,,
DE10,9325118,2022-12-07,2022-12-28,2022-12-28,x,55553693,,
BR10,5822990,2022-12-07,2022-12-28,2022-12-16,x,53847241,,
BR10,6886132,2022-12-07,2022-12-28,2022-12-22,x,32952574,,
BR10,5084742,2022-11-17,2022-12-08,2022-12-05,x,32519746,,
BR10,7112401,2022-12-07,2022-12-28,2022-12-21,x,30002348,,
BR10,6193383,2022-12-13,2023-01-03,2022-12-23,x,30002348,,
JP11,8052343,2022-12-13,2023-01-03,2023-01-06,x,30002348,,
JP11,7009669,2022-12-13,2023-01-03,2022-12-29,x,30003467,2022-12-14,2022-12-22
JP11,7805431,2022-12-13,2023-01-03,2022-12-29,x,47017350,2022-12-21,2022-12-27
JP11,6957009,2022-12-13,2023-01-03,2022-12-26,x,50759436,,
JP11,5210609,2022-12-13,2023-01-03,2022-12-23,x,34702906,,
JP11,8027256,2022-12-13,2023-01-03,2023-01-10,x,32519746,,
US10,5813622,2022-12-13,2023-01-03,2022-12-22,x,32952574,,
US10,9335043,2022-12-13,2023-01-03,2022-12-26,x,30002348,,
BR10,8048769,2022-12-13,2023-01-03,2023-01-13,x,38334498,,
US10,6283074,2022-12-13,2023-01-03,2022-12-26,x,53847241,,
DE10,7294852,2022-12-13,2023-01-03,2022-12-29,x,30003467,,
CN10,8902557,2022-12-06,2022-12-27,2022-12-23,x,74997556,,
IN10,5913590,2022-12-13,2023-01-03,2023-01-11,x,73419740,,
IN10,5256381,2022-12-13,2023-01-03,2023-01-06,x,30003467,,
IN10,7807514,2022-12-13,2023-01-03,2023-01-09,x,78411205,,
CN10,6024761,2022-12-13,2023-01-03,2023-01-04,x,32519746,,
CN10,5978600,2022-11-28,2022-12-19,2022-12-22,x,30002348,,
CN10,6013116,2022-12-13,2023-01-03,2022-12-22,x,70920548,,
IN10,5289415,2022-12-13,2023-01-03,2023-01-11,x,43088822,,
IN10,8682499,2022-12-05,2022-12-26,2022-12-26,x,30002348,,
DE10,5118158,2022-12-13,2023-01-03,2022-12-23,x,30002348,,
DE10,5210591,2022-12-13,2023-01-03,2022-12-23,x,50759436,,
CN10,7802940,2022-12-13,2023-01-03,2022-12-27,x,30003467,,
DE10,5111519,2022-12-13,2023-01-03,2022-12-21,x,34702906,,
DE10,6101076,2022-12-13,2023-01-03,2022-12-21,x,48114031,,
US10,8398296,2022-12-13,2023-01-03,2022-12-23,x,30003467,,
US10,5012945,2022-12-13,2023-01-03,2022-12-28,x,78411205,,
DE10,5902098,2022-12-21,2023-01-11,2023-01-09,x,78411205,,
DE10,4935140,2022-12-21,2023-01-11,2022-12-29,x,53847241,,
DE10,6544831,2022-12-21,2023-01-11,2023-01-03,x,35101221,,
IN10,5709253,2022-12-21,2023-01-11,2022-12-29,x,41420829,,
IN10,7514694,2022-12-16,2023-01-06,2022-12-22,x,50759436,,
BR10,6511295,2022-12-21,2023-01-11,2022-12-29,x,30003467,,
BR10,7842926,2022-12-21,2023-01-11,2023-01-04,x,32519746,,
IN10,9717522,2022-12-21,2023-01-11,2023-01-04,x,30002348,,
IN10,5615073,2022-12-13,2023-01-03,2023-01-02,x,30003467,,
BR10,6067538,2022-12-21,2023-01-11,2023-01-04,x,48114031,,
CN10,6024552,2022-12-21,2023-01-11,2023-01-02,x,30003467,,
JP11,7369403,2022-12-21,2023-01-11,2023-01-10,x,43088822,,
CN10,6461258,2022-12-21,2023-01-11,2023-01-05,x,55553693,,
JP11,6131058,2022-12-21,2023-01-11,2022-12-22,x,53847241,,
JP11,8723737,2022-12-21,2023-01-11,2023-01-06,x,70920548,,
JP11,6507448,2022-12-21,2023-01-11,2022-12-27,x,41420829,,
CN10,8443037,2022-12-21,2023-01-11,2022-12-26,x,30002348,,
DE10,6195698,2022-12-21,2023-01-11,2023-01-04,x,47017350,,
DE10,8603152,2022-12-21,2023-01-11,2022-12-29,x,49330617,,
US10,7114763,2022-12-21,2023-01-11,2023-01-11,x,30002348,,
US10,9438776,2022-12-21,2023-01-11,2023-01-06,x,78411205,,
US10,8580660,2022-12-21,2023-01-11,2022-12-28,x,38334498,,
US10,6835080,2022-12-21,2023-01-11,2023-01-04,x,35101221,,
US10,7965442,2022-12-21,2023-01-11,2023-01-03,x,53847241,,
US10,9428410,2022-12-21,2023-01-11,2022-12-27,x,32519746,,
US10,5856217,2022-12-21,2023-01-11,2022-12-28,x,47017350,,
CN10,6093127,2022-12-27,2023-01-17,2023-01-10,x,50759436,,
CN10,9491055,2022-12-27,2023-01-17,2022-12-30,x,35101221,,
CN10,5414665,2022-12-27,2023-01-17,2023-01-10,x,34702906,,
CN10,8836604,2022-12-27,2023-01-17,2023-01-12,x,30002348,,
CN10,9552383,2022-12-27,2023-01-17,2023-01-10,x,32519746,,
US10,5750428,2022-12-27,2023-01-17,2023-01-10,x,34702906,,
US10,7106479,2022-12-27,2023-01-17,2023-01-23,x,30003467,,
CN10,5242487,2022-12-27,2023-01-17,2022-12-29,x,48114031,,
CN10,8962463,2022-12-27,2023-01-17,2023-01-10,x,32952574,,
JP11,9552479,2022-12-27,2023-01-17,2023-01-16,x,30003467,,
JP11,5175477,2022-12-27,2023-01-17,2023-01-19,x,43088822,2023-01-02,2023-01-12
JP11,4964490,2022-12-27,2023-01-17,2023-01-09,x,30002348,,
JP11,7962272,2022-12-27,2023-01-17,2023-01-10,x,32519746,,
US10,6436599,2022-12-27,2023-01-17,2023-01-10,x,30002348,,
IN10,9725281,2022-12-27,2023-01-17,2023-01-06,x,32952574,,
IN10,7320146,2022-12-27,2023-01-17,2023-01-19,x,30002348,,
IN10,8249799,2022-12-27,2023-01-17,2023-01-03,x,55553693,,
IN10,7586582,2022-12-27,2023-01-17,2023-01-11,x,50759436,,
BR10,8508535,2022-12-27,2023-01-17,2023-01-05,x,34702906,,
BR10,7404159,2022-12-27,2023-01-17,2023-01-11,x,47017350,,
IN10,7779877,2022-12-19,2023-01-09,2023-01-11,x,32519746,2022-12-28,2023-01-09
BR10,7117870,2022-12-27,2023-01-17,2023-01-04,x,32952574,,
BR10,5701674,2022-12-27,2023-01-17,2022-12-28,x,30003467,,
BR10,7539050,2022-12-27,2023-01-17,2023-01-12,x,73419740,,
BR10,6223311,2022-12-27,2023-01-17,2023-01-17,x,50759436,2022-12-29,2023-01-09
BR10,8503584,2022-12-27,2023-01-17,2023-01-02,x,30002348,,
DE10,8585113,2023-01-02,2023-01-23,2023-01-16,x,30003467,,
IN10,7491422,2023-01-02,2023-01-23,2023-01-10,x,48114031,,
IN10,8351274,2023-01-02,2023-01-23,2023-01-17,x,50759436,2023-01-09,2023-01-13
BR10,6467412,2023-01-02,2023-01-23,2023-01-17,x,30002348,,
BR10,7931594,2023-01-02,2023-01-23,2023-01-20,x,41420829,2023-01-09,2023-01-18
BR10,6233905,2023-01-02,2023-01-23,2023-01-25,x,30003467,,
DE10,7312822,2023-01-02,2023-01-23,2023-01-03,x,32519746,,
JP11,5672799,2023-01-02,2023-01-23,2023-01-31,x,50759436,,
DE10,8852148,2023-01-02,2023-01-23,2023-01-19,x,50759436,,
JP11,7400709,2023-01-02,2023-01-23,2023-01-05,x,48114031,,
BR10,6785774,2023-01-02,2023-01-23,2023-01-05,x,32952574,,
DE10,8724406,2023-01-02,2023-01-23,2023-01-27,x,55553693,,
DE10,7228006,2023-01-02,2023-01-23,2023-01-16,x,30002348,,
JP11,9557979,2023-01-02,2023-01-23,2023-01-09,x,32519746,,
DE10,8572069,2023-01-02,2023-01-23,2023-01-11,x,43088822,,
IN10,8057415,2023-01-02,2023-01-23,2023-01-12,x,53847241,,
IN10,9136626,2022-12-23,2023-01-13,2023-01-02,x,30003467,,
IN10,8484189,2023-01-02,2023-01-23,2023-01-20,x,30002348,,
IN10,6550970,2023-01-02,2023-01-23,2023-01-17,x,35101221,,
CN10,5373391,2023-01-02,2023-01-23,2023-01-17,x,30002348,2023-01-09,2023-01-13
CN10,9059066,2022-12-19,2023-01-09,2022-12-26,x,32519746,,
IN10,7734777,2023-01-02,2023-01-23,2023-01-11,x,49330617,,
CN10,5766554,2022-12-28,2023-01-18,2023-01-25,x,35101221,,
CN10,9336629,2023-01-02,2023-01-23,2023-01-06,x,38334498,,
CN10,7335072,2023-01-02,2023-01-23,2023-01-20,x,48114031,2023-01-05,2023-01-13
IN10,7516258,2023-01-02,2023-01-23,2023-01-18,x,43088822,,
US10,9227941,2023-01-02,2023-01-23,2023-01-11,x,55553693,,
US10,8844528,2023-01-02,2023-01-23,2023-01-16,x,30003467,,
US10,5201245,2023-01-02,2023-01-23,2023-01-17,x,43088822,,
US10,8088711,2023-01-02,2023-01-23,2023-01-09,x,50759436,,
US10,5677671,2023-01-02,2023-01-23,2023-01-17,x,48114031,,
US10,8742134,2023-01-02,2023-01-23,2023-01-11,x,38334498,,
DE10,6360447,2023-01-11,2023-02-01,2023-02-07,x,43088822,,
CN10,5620138,2022-12-26,2023-01-16,2022-12-26,x,48114031,,
DE10,8361309,2023-01-11,2023-02-01,2023-02-03,x,34702906,,
CN10,8663503,2023-01-11,2023-02-01,2023-01-30,x,30003467,,
DE10,5816279,2023-01-11,2023-02-01,2023-02-10,x,30002348,,
CN10,7937834,2022-12-23,2023-01-13,2023-01-02,x,30002348,,
JP11,7995439,2023-01-11,2023-02-01,2023-01-24,x,32519746,,
JP11,7502734,2023-01-11,2023-02-01,2023-01-19,x,43088822,,
BR10,6499623,2023-01-11,2023-02-01,2023-01-24,x,30003467,,
BR10,9337437,2023-01-11,2023-02-01,2023-02-07,x,48114031,,
BR10,6666919,2023-01-11,2023-02-01,2023-01-27,x,30002348,,
JP11,8664703,2023-01-11,2023-02-01,2023-01-18,x,30002348,,
IN10,6456547,2023-01-11,2023-02-01,2023-01-30,x,43088822,2023-01-18,2023-01-23
IN10,7594901,2023-01-04,2023-01-25,2023-01-19,x,53847241,,
US10,6917500,2023-01-11,2023-02-01,2023-01-23,x,50759436,,
US10,7380753,2023-01-11,2023-02-01,2023-02-10,x,30002348,,
US10,6394637,2023-01-11,2023-02-01,2023-01-24,x,41420829,,
US10,7989386,2023-01-11,2023-02-01,2023-01-24,x,35101221,,
US10,8415756,2023-01-11,2023-02-01,2023-02-01,x,73419740,,
JP11,7263818,2023-01-11,2023-02-01,2023-01-23,x,47017350,2023-01-13,2023-01-16
DE10,8012727,2023-01-11,2023-02-01,2023-01-27,x,48114031,,
DE10,8859945,2023-01-11,2023-02-01,2023-02-01,x,49330617,,
DE10,9142657,2023-01-11,2023-02-01,2023-02-02,x,35101221,,
DE10,7463779,2023-01-11,2023-02-01,2023-01-25,x,30003467,,
IN10,8121645,2023-01-11,2023-02-01,2023-01-18,x,48114031,,
IN10,6176201,2023-01-02,2023-01-23,2023-01-17,x,34702906,2023-01-09,2023-01-09
US10,8990292,2023-01-11,2023-02-01,2023-01-19,x,53847241,,
JP11,5799842,2023-01-11,2023-02-01,2023-01-27,x,35101221,,
US10,5665488,2023-01-16,2023-02-06,2023-02-16,x,30003467,,
BR10,8444046,2023-01-16,2023-02-06,2023-01-20,x,32519746,,
US10,6820668,2023-01-16,2023-02-06,2023-01-20,x,74997556,,
US10,5911099,2023-01-16,2023-02-06,2023-01-20,x,32519746,,
US10,6626086,2023-01-16,2023-02-06,2023-01-27,x,53847241,,
US10,9380841,2023-01-16,2023-02-06,2023-01-23,x,78411205,,
US10,8129900,2023-01-16,2023-02-06,2023-01-24,x,48114031,,
IN10,8137269,2023-01-02,2023-01-23,2023-01-24,x,50759436,,
IN10,6682469,2023-01-16,2023-02-06,2023-02-01,x,74997556,,
CN10,7731723,2023-01-16,2023-02-06,2023-02-01,x,48114031,,
DE10,7151525,2023-01-16,2023-02-06,2023-02-10,x,30003467,,
JP11,7672556,2023-01-16,2023-02-06,2023-01-26,x,30002348,,
JP11,8673587,2023-01-16,2023-02-06,2023-02-14,x,30003467,,
JP11,5032375,2023-01-16,2023-02-06,2023-01-25,x,32519746,,
JP11,8056366,2023-01-16,2023-02-06,2023-02-03,x,34702906,,
IN10,7529033,2023-01-16,2023-02-06,2023-02-07,x,30003467,,
BR10,6726177,2023-01-16,2023-02-06,2023-02-06,x,35101221,,
BR10,6770265,2023-01-16,2023-02-06,2023-02-13,x,50759436,,
BR10,8062539,2023-01-16,2023-02-06,2023-01-26,x,53847241,,
